"全域・集中の別030002","時間軸(年次)","年齢各歳階級Ｂ030003","全国都道府県030001","男女Ａ030001","VALUE"
"全域","1980年"," ８４歳","鳥取県","男","424"
"全域","1980年"," ８４歳","島根県","男","768"
"全域","1980年"," ８４歳","岡山県","男","1460"
"全域","1980年"," ８４歳","広島県","男","1709"
"全域","1980年"," ８４歳","山口県","男","1128"
"全域","1980年"," ８４歳","徳島県","男","564"
"全域","1980年"," ８４歳","香川県","男","753"
"全域","1980年"," ８４歳","愛媛県","男","1208"
"全域","1980年"," ８４歳","高知県","男","718"
"全域","1980年"," ８４歳","福岡県","男","2169"
"全域","1980年"," ８４歳","佐賀県","男","636"
"全域","1980年"," ８４歳","長崎県","男","978"
"全域","1980年"," ８４歳","熊本県","男","1231"
"全域","1980年"," ８４歳","大分県","男","969"
"全域","1980年"," ８４歳","宮崎県","男","729"
"全域","1980年"," ８４歳","鹿児島県","男","1249"
"全域","1980年"," ８４歳","沖縄県","男","508"
"全域","1980年"," ８５歳","全国","男","44786"
"全域","1980年"," ８５歳","全国市部","男","28616"
"全域","1980年"," ８５歳","全国郡部","男","16170"
"全域","1980年"," ８５歳","北海道","男","1856"
"全域","1980年"," ８５歳","青森県","男","456"
"全域","1980年"," ８５歳","岩手県","男","543"
"全域","1980年"," ８５歳","宮城県","男","750"
"全域","1980年"," ８５歳","秋田県","男","461"
"全域","1980年"," ８５歳","山形県","男","524"
"全域","1980年"," ８５歳","福島県","男","855"
"全域","1980年"," ８５歳","茨城県","男","945"
"全域","1980年"," ８５歳","栃木県","男","618"
"全域","1980年"," ８５歳","群馬県","男","750"
"全域","1980年"," ８５歳","埼玉県","男","1093"
"全域","1980年"," ８５歳","千葉県","男","1190"
"全域","1980年"," ８５歳","東京都","男","3551"
"全域","1980年"," ８５歳","神奈川県","男","1624"
"全域","1980年"," ８５歳","新潟県","男","1064"
"全域","1980年"," ８５歳","富山県","男","439"
"全域","1980年"," ８５歳","石川県","男","477"
"全域","1980年"," ８５歳","福井県","男","389"
"全域","1980年"," ８５歳","山梨県","男","405"
"全域","1980年"," ８５歳","長野県","男","1042"
"全域","1980年"," ８５歳","岐阜県","男","898"
"全域","1980年"," ８５歳","静岡県","男","1440"
"全域","1980年"," ８５歳","愛知県","男","1846"
"全域","1980年"," ８５歳","三重県","男","870"
"全域","1980年"," ８５歳","滋賀県","男","443"
"全域","1980年"," ８５歳","京都府","男","1067"
"全域","1980年"," ８５歳","大阪府","男","2133"
"全域","1980年"," ８５歳","兵庫県","男","1923"
"全域","1980年"," ８５歳","奈良県","男","460"
"全域","1980年"," ８５歳","和歌山県","男","553"
"全域","1980年"," ８５歳","鳥取県","男","366"
"全域","1980年"," ８５歳","島根県","男","616"
"全域","1980年"," ８５歳","岡山県","男","1140"
"全域","1980年"," ８５歳","広島県","男","1319"
"全域","1980年"," ８５歳","山口県","男","895"
"全域","1980年"," ８５歳","徳島県","男","476"
"全域","1980年"," ８５歳","香川県","男","565"
"全域","1980年"," ８５歳","愛媛県","男","948"
"全域","1980年"," ８５歳","高知県","男","623"
"全域","1980年"," ８５歳","福岡県","男","1830"
"全域","1980年"," ８５歳","佐賀県","男","495"
"全域","1980年"," ８５歳","長崎県","男","738"
"全域","1980年"," ８５歳","熊本県","男","1093"
"全域","1980年"," ８５歳","大分県","男","773"
"全域","1980年"," ８５歳","宮崎県","男","598"
"全域","1980年"," ８５歳","鹿児島県","男","1120"
"全域","1980年"," ８５歳","沖縄県","男","526"
"全域","1980年"," ８６歳","全国","男","34334"
"全域","1980年"," ８６歳","全国市部","男","21903"
"全域","1980年"," ８６歳","全国郡部","男","12431"
"全域","1980年"," ８６歳","北海道","男","1438"
"全域","1980年"," ８６歳","青森県","男","370"
"全域","1980年"," ８６歳","岩手県","男","464"
"全域","1980年"," ８６歳","宮城県","男","552"
"全域","1980年"," ８６歳","秋田県","男","334"
"全域","1980年"," ８６歳","山形県","男","333"
"全域","1980年"," ８６歳","福島県","男","665"
"全域","1980年"," ８６歳","茨城県","男","703"
"全域","1980年"," ８６歳","栃木県","男","481"
"全域","1980年"," ８６歳","群馬県","男","590"
"全域","1980年"," ８６歳","埼玉県","男","811"
"全域","1980年"," ８６歳","千葉県","男","1010"
"全域","1980年"," ８６歳","東京都","男","2733"
"全域","1980年"," ８６歳","神奈川県","男","1208"
"全域","1980年"," ８６歳","新潟県","男","782"
"全域","1980年"," ８６歳","富山県","男","343"
"全域","1980年"," ８６歳","石川県","男","334"
"全域","1980年"," ８６歳","福井県","男","302"
"全域","1980年"," ８６歳","山梨県","男","331"
"全域","1980年"," ８６歳","長野県","男","827"
"全域","1980年"," ８６歳","岐阜県","男","758"
"全域","1980年"," ８６歳","静岡県","男","1112"
"全域","1980年"," ８６歳","愛知県","男","1466"
"全域","1980年"," ８６歳","三重県","男","644"
"全域","1980年"," ８６歳","滋賀県","男","326"
"全域","1980年"," ８６歳","京都府","男","772"
"全域","1980年"," ８６歳","大阪府","男","1564"
"全域","1980年"," ８６歳","兵庫県","男","1522"
"全域","1980年"," ８６歳","奈良県","男","328"
"全域","1980年"," ８６歳","和歌山県","男","415"
"全域","1980年"," ８６歳","鳥取県","男","275"
"全域","1980年"," ８６歳","島根県","男","422"
"全域","1980年"," ８６歳","岡山県","男","866"
"全域","1980年"," ８６歳","広島県","男","1096"
"全域","1980年"," ８６歳","山口県","男","702"
"全域","1980年"," ８６歳","徳島県","男","364"
"全域","1980年"," ８６歳","香川県","男","421"
"全域","1980年"," ８６歳","愛媛県","男","686"
"全域","1980年"," ８６歳","高知県","男","458"
"全域","1980年"," ８６歳","福岡県","男","1387"
"全域","1980年"," ８６歳","佐賀県","男","360"
"全域","1980年"," ８６歳","長崎県","男","632"
"全域","1980年"," ８６歳","熊本県","男","826"
"全域","1980年"," ８６歳","大分県","男","582"
"全域","1980年"," ８６歳","宮崎県","男","472"
"全域","1980年"," ８６歳","鹿児島県","男","907"
"全域","1980年"," ８６歳","沖縄県","男","360"
"全域","1980年"," ８７歳","全国","男","25865"
"全域","1980年"," ８７歳","全国市部","男","16522"
"全域","1980年"," ８７歳","全国郡部","男","9343"
"全域","1980年"," ８７歳","北海道","男","1047"
"全域","1980年"," ８７歳","青森県","男","279"
"全域","1980年"," ８７歳","岩手県","男","343"
"全域","1980年"," ８７歳","宮城県","男","437"
"全域","1980年"," ８７歳","秋田県","男","249"
"全域","1980年"," ８７歳","山形県","男","269"
"全域","1980年"," ８７歳","福島県","男","545"
"全域","1980年"," ８７歳","茨城県","男","522"
"全域","1980年"," ８７歳","栃木県","男","350"
"全域","1980年"," ８７歳","群馬県","男","372"
"全域","1980年"," ８７歳","埼玉県","男","645"
"全域","1980年"," ８７歳","千葉県","男","668"
"全域","1980年"," ８７歳","東京都","男","2099"
"全域","1980年"," ８７歳","神奈川県","男","931"
"全域","1980年"," ８７歳","新潟県","男","576"
"全域","1980年"," ８７歳","富山県","男","234"
"全域","1980年"," ８７歳","石川県","男","240"
"全域","1980年"," ８７歳","福井県","男","219"
"全域","1980年"," ８７歳","山梨県","男","271"
"全域","1980年"," ８７歳","長野県","男","625"
"全域","1980年"," ８７歳","岐阜県","男","481"
"全域","1980年"," ８７歳","静岡県","男","798"
"全域","1980年"," ８７歳","愛知県","男","1002"
"全域","1980年"," ８７歳","三重県","男","497"
"全域","1980年"," ８７歳","滋賀県","男","246"
"全域","1980年"," ８７歳","京都府","男","614"
"全域","1980年"," ８７歳","大阪府","男","1181"
"全域","1980年"," ８７歳","兵庫県","男","1080"
"全域","1980年"," ８７歳","奈良県","男","285"
"全域","1980年"," ８７歳","和歌山県","男","349"
"全域","1980年"," ８７歳","鳥取県","男","183"
"全域","1980年"," ８７歳","島根県","男","353"
"全域","1980年"," ８７歳","岡山県","男","647"
"全域","1980年"," ８７歳","広島県","男","864"
"全域","1980年"," ８７歳","山口県","男","525"
"全域","1980年"," ８７歳","徳島県","男","263"
"全域","1980年"," ８７歳","香川県","男","346"
"全域","1980年"," ８７歳","愛媛県","男","565"
"全域","1980年"," ８７歳","高知県","男","380"
"全域","1980年"," ８７歳","福岡県","男","1096"
"全域","1980年"," ８７歳","佐賀県","男","261"
"全域","1980年"," ８７歳","長崎県","男","447"
"全域","1980年"," ８７歳","熊本県","男","711"
"全域","1980年"," ８７歳","大分県","男","441"
"全域","1980年"," ８７歳","宮崎県","男","377"
"全域","1980年"," ８７歳","鹿児島県","男","662"
"全域","1980年"," ８７歳","沖縄県","男","290"
"全域","1980年"," ８８歳","全国","男","19926"
"全域","1980年"," ８８歳","全国市部","男","12691"
"全域","1980年"," ８８歳","全国郡部","男","7235"
"全域","1980年"," ８８歳","北海道","男","798"
"全域","1980年"," ８８歳","青森県","男","183"
"全域","1980年"," ８８歳","岩手県","男","262"
"全域","1980年"," ８８歳","宮城県","男","352"
"全域","1980年"," ８８歳","秋田県","男","192"
"全域","1980年"," ８８歳","山形県","男","225"
"全域","1980年"," ８８歳","福島県","男","355"
"全域","1980年"," ８８歳","茨城県","男","417"
"全域","1980年"," ８８歳","栃木県","男","269"
"全域","1980年"," ８８歳","群馬県","男","311"
"全域","1980年"," ８８歳","埼玉県","男","496"
"全域","1980年"," ８８歳","千葉県","男","570"
"全域","1980年"," ８８歳","東京都","男","1649"
"全域","1980年"," ８８歳","神奈川県","男","705"
"全域","1980年"," ８８歳","新潟県","男","457"
"全域","1980年"," ８８歳","富山県","男","171"
"全域","1980年"," ８８歳","石川県","男","180"
"全域","1980年"," ８８歳","福井県","男","189"
"全域","1980年"," ８８歳","山梨県","男","202"
"全域","1980年"," ８８歳","長野県","男","477"
"全域","1980年"," ８８歳","岐阜県","男","395"
"全域","1980年"," ８８歳","静岡県","男","617"
"全域","1980年"," ８８歳","愛知県","男","762"
"全域","1980年"," ８８歳","三重県","男","358"
"全域","1980年"," ８８歳","滋賀県","男","195"
"全域","1980年"," ８８歳","京都府","男","441"
"全域","1980年"," ８８歳","大阪府","男","901"
"全域","1980年"," ８８歳","兵庫県","男","844"
"全域","1980年"," ８８歳","奈良県","男","195"
"全域","1980年"," ８８歳","和歌山県","男","279"
"全域","1980年"," ８８歳","鳥取県","男","143"
"全域","1980年"," ８８歳","島根県","男","316"
"全域","1980年"," ８８歳","岡山県","男","501"
"全域","1980年"," ８８歳","広島県","男","666"
"全域","1980年"," ８８歳","山口県","男","422"
"全域","1980年"," ８８歳","徳島県","男","205"
"全域","1980年"," ８８歳","香川県","男","250"
"全域","1980年"," ８８歳","愛媛県","男","378"
"全域","1980年"," ８８歳","高知県","男","281"
"全域","1980年"," ８８歳","福岡県","男","827"
"全域","1980年"," ８８歳","佐賀県","男","211"
"全域","1980年"," ８８歳","長崎県","男","357"
"全域","1980年"," ８８歳","熊本県","男","515"
"全域","1980年"," ８８歳","大分県","男","341"
"全域","1980年"," ８８歳","宮崎県","男","278"
"全域","1980年"," ８８歳","鹿児島県","男","505"
"全域","1980年"," ８８歳","沖縄県","男","283"
"全域","1980年"," ８９歳","全国","男","13821"
"全域","1980年"," ８９歳","全国市部","男","8818"
"全域","1980年"," ８９歳","全国郡部","男","5003"
"全域","1980年"," ８９歳","北海道","男","560"
"全域","1980年"," ８９歳","青森県","男","136"
"全域","1980年"," ８９歳","岩手県","男","187"
"全域","1980年"," ８９歳","宮城県","男","209"
"全域","1980年"," ８９歳","秋田県","男","130"
"全域","1980年"," ８９歳","山形県","男","144"
"全域","1980年"," ８９歳","福島県","男","274"
"全域","1980年"," ８９歳","茨城県","男","278"
"全域","1980年"," ８９歳","栃木県","男","185"
"全域","1980年"," ８９歳","群馬県","男","224"
"全域","1980年"," ８９歳","埼玉県","男","341"
"全域","1980年"," ８９歳","千葉県","男","364"
"全域","1980年"," ８９歳","東京都","男","1111"
"全域","1980年"," ８９歳","神奈川県","男","529"
"全域","1980年"," ８９歳","新潟県","男","337"
"全域","1980年"," ８９歳","富山県","男","126"
