"全域・集中の別030002","時間軸(年次)","年齢各歳階級Ｂ030003","全国都道府県030001","男女Ａ030001","VALUE"
"全域","1980年"," ７３歳","佐賀県","男","2372"
"全域","1980年"," ７３歳","長崎県","男","4043"
"全域","1980年"," ７３歳","熊本県","男","4908"
"全域","1980年"," ７３歳","大分県","男","3493"
"全域","1980年"," ７３歳","宮崎県","男","2869"
"全域","1980年"," ７３歳","鹿児島県","男","5061"
"全域","1980年"," ７３歳","沖縄県","男","1614"
"全域","1980年"," ７４歳","全国","男","206647"
"全域","1980年"," ７４歳","全国市部","男","141933"
"全域","1980年"," ７４歳","全国郡部","男","64714"
"全域","1980年"," ７４歳","北海道","男","9331"
"全域","1980年"," ７４歳","青森県","男","2485"
"全域","1980年"," ７４歳","岩手県","男","2569"
"全域","1980年"," ７４歳","宮城県","男","3358"
"全域","1980年"," ７４歳","秋田県","男","2445"
"全域","1980年"," ７４歳","山形県","男","2718"
"全域","1980年"," ７４歳","福島県","男","3875"
"全域","1980年"," ７４歳","茨城県","男","4524"
"全域","1980年"," ７４歳","栃木県","男","3206"
"全域","1980年"," ７４歳","群馬県","男","3539"
"全域","1980年"," ７４歳","埼玉県","男","6350"
"全域","1980年"," ７４歳","千葉県","男","6177"
"全域","1980年"," ７４歳","東京都","男","17728"
"全域","1980年"," ７４歳","神奈川県","男","8432"
"全域","1980年"," ７４歳","新潟県","男","5192"
"全域","1980年"," ７４歳","富山県","男","2343"
"全域","1980年"," ７４歳","石川県","男","2222"
"全域","1980年"," ７４歳","福井県","男","1827"
"全域","1980年"," ７４歳","山梨県","男","1875"
"全域","1980年"," ７４歳","長野県","男","4908"
"全域","1980年"," ７４歳","岐阜県","男","3911"
"全域","1980年"," ７４歳","静岡県","男","6067"
"全域","1980年"," ７４歳","愛知県","男","9136"
"全域","1980年"," ７４歳","三重県","男","3690"
"全域","1980年"," ７４歳","滋賀県","男","2160"
"全域","1980年"," ７４歳","京都府","男","5336"
"全域","1980年"," ７４歳","大阪府","男","12126"
"全域","1980年"," ７４歳","兵庫県","男","9207"
"全域","1980年"," ７４歳","奈良県","男","2243"
"全域","1980年"," ７４歳","和歌山県","男","2501"
"全域","1980年"," ７４歳","鳥取県","男","1303"
"全域","1980年"," ７４歳","島根県","男","2043"
"全域","1980年"," ７４歳","岡山県","男","4636"
"全域","1980年"," ７４歳","広島県","男","5229"
"全域","1980年"," ７４歳","山口県","男","3555"
"全域","1980年"," ７４歳","徳島県","男","1909"
"全域","1980年"," ７４歳","香川県","男","2335"
"全域","1980年"," ７４歳","愛媛県","男","3502"
"全域","1980年"," ７４歳","高知県","男","2094"
"全域","1980年"," ７４歳","福岡県","男","8120"
"全域","1980年"," ７４歳","佐賀県","男","2063"
"全域","1980年"," ７４歳","長崎県","男","3295"
"全域","1980年"," ７４歳","熊本県","男","4216"
"全域","1980年"," ７４歳","大分県","男","2889"
"全域","1980年"," ７４歳","宮崎県","男","2197"
"全域","1980年"," ７４歳","鹿児島県","男","4378"
"全域","1980年"," ７４歳","沖縄県","男","1402"
"全域","1980年"," ７５歳","全国","男","200063"
"全域","1980年"," ７５歳","全国市部","男","136017"
"全域","1980年"," ７５歳","全国郡部","男","64046"
"全域","1980年"," ７５歳","北海道","男","8985"
"全域","1980年"," ７５歳","青森県","男","2447"
"全域","1980年"," ７５歳","岩手県","男","2738"
"全域","1980年"," ７５歳","宮城県","男","3319"
"全域","1980年"," ７５歳","秋田県","男","2454"
"全域","1980年"," ７５歳","山形県","男","2695"
"全域","1980年"," ７５歳","福島県","男","4076"
"全域","1980年"," ７５歳","茨城県","男","4575"
"全域","1980年"," ７５歳","栃木県","男","3191"
"全域","1980年"," ７５歳","群馬県","男","3609"
"全域","1980年"," ７５歳","埼玉県","男","6240"
"全域","1980年"," ７５歳","千葉県","男","6281"
"全域","1980年"," ７５歳","東京都","男","17242"
"全域","1980年"," ７５歳","神奈川県","男","8140"
"全域","1980年"," ７５歳","新潟県","男","4884"
"全域","1980年"," ７５歳","富山県","男","2232"
"全域","1980年"," ７５歳","石川県","男","2060"
"全域","1980年"," ７５歳","福井県","男","1796"
"全域","1980年"," ７５歳","山梨県","男","1724"
"全域","1980年"," ７５歳","長野県","男","4832"
"全域","1980年"," ７５歳","岐阜県","男","3748"
"全域","1980年"," ７５歳","静岡県","男","5982"
"全域","1980年"," ７５歳","愛知県","男","8730"
"全域","1980年"," ７５歳","三重県","男","3665"
"全域","1980年"," ７５歳","滋賀県","男","1976"
"全域","1980年"," ７５歳","京都府","男","4954"
"全域","1980年"," ７５歳","大阪府","男","11049"
"全域","1980年"," ７５歳","兵庫県","男","8740"
"全域","1980年"," ７５歳","奈良県","男","2065"
"全域","1980年"," ７５歳","和歌山県","男","2391"
"全域","1980年"," ７５歳","鳥取県","男","1360"
"全域","1980年"," ７５歳","島根県","男","2052"
"全域","1980年"," ７５歳","岡山県","男","4398"
"全域","1980年"," ７５歳","広島県","男","4956"
"全域","1980年"," ７５歳","山口県","男","3260"
"全域","1980年"," ７５歳","徳島県","男","1946"
"全域","1980年"," ７５歳","香川県","男","2243"
"全域","1980年"," ７５歳","愛媛県","男","3361"
"全域","1980年"," ７５歳","高知県","男","2187"
"全域","1980年"," ７５歳","福岡県","男","7764"
"全域","1980年"," ７５歳","佐賀県","男","1900"
"全域","1980年"," ７５歳","長崎県","男","3053"
"全域","1980年"," ７５歳","熊本県","男","3916"
"全域","1980年"," ７５歳","大分県","男","2803"
"全域","1980年"," ７５歳","宮崎県","男","2431"
"全域","1980年"," ７５歳","鹿児島県","男","4226"
"全域","1980年"," ７５歳","沖縄県","男","1387"
"全域","1980年"," ７６歳","全国","男","181482"
"全域","1980年"," ７６歳","全国市部","男","122711"
"全域","1980年"," ７６歳","全国郡部","男","58771"
"全域","1980年"," ７６歳","北海道","男","8022"
"全域","1980年"," ７６歳","青森県","男","2151"
"全域","1980年"," ７６歳","岩手県","男","2230"
"全域","1980年"," ７６歳","宮城県","男","2826"
"全域","1980年"," ７６歳","秋田県","男","2220"
"全域","1980年"," ７６歳","山形県","男","2434"
"全域","1980年"," ７６歳","福島県","男","3489"
"全域","1980年"," ７６歳","茨城県","男","3827"
"全域","1980年"," ７６歳","栃木県","男","2823"
"全域","1980年"," ７６歳","群馬県","男","3312"
"全域","1980年"," ７６歳","埼玉県","男","5376"
"全域","1980年"," ７６歳","千葉県","男","5597"
"全域","1980年"," ７６歳","東京都","男","15459"
"全域","1980年"," ７６歳","神奈川県","男","7357"
"全域","1980年"," ７６歳","新潟県","男","4798"
"全域","1980年"," ７６歳","富山県","男","2050"
"全域","1980年"," ７６歳","石川県","男","1951"
"全域","1980年"," ７６歳","福井県","男","1614"
"全域","1980年"," ７６歳","山梨県","男","1610"
"全域","1980年"," ７６歳","長野県","男","4490"
"全域","1980年"," ７６歳","岐阜県","男","3537"
"全域","1980年"," ７６歳","静岡県","男","5344"
"全域","1980年"," ７６歳","愛知県","男","7793"
"全域","1980年"," ７６歳","三重県","男","3321"
"全域","1980年"," ７６歳","滋賀県","男","1900"
"全域","1980年"," ７６歳","京都府","男","4474"
"全域","1980年"," ７６歳","大阪府","男","10272"
"全域","1980年"," ７６歳","兵庫県","男","8034"
"全域","1980年"," ７６歳","奈良県","男","1905"
"全域","1980年"," ７６歳","和歌山県","男","2145"
"全域","1980年"," ７６歳","鳥取県","男","1296"
"全域","1980年"," ７６歳","島根県","男","1932"
"全域","1980年"," ７６歳","岡山県","男","3997"
"全域","1980年"," ７６歳","広島県","男","4606"
"全域","1980年"," ７６歳","山口県","男","3114"
"全域","1980年"," ７６歳","徳島県","男","1756"
"全域","1980年"," ７６歳","香川県","男","2105"
"全域","1980年"," ７６歳","愛媛県","男","3093"
"全域","1980年"," ７６歳","高知県","男","1931"
"全域","1980年"," ７６歳","福岡県","男","7143"
"全域","1980年"," ７６歳","佐賀県","男","1815"
"全域","1980年"," ７６歳","長崎県","男","2851"
"全域","1980年"," ７６歳","熊本県","男","3659"
"全域","1980年"," ７６歳","大分県","男","2528"
"全域","1980年"," ７６歳","宮崎県","男","2080"
"全域","1980年"," ７６歳","鹿児島県","男","3912"
"全域","1980年"," ７６歳","沖縄県","男","1303"
"全域","1980年"," ７７歳","全国","男","173886"
"全域","1980年"," ７７歳","全国市部","男","117035"
"全域","1980年"," ７７歳","全国郡部","男","56851"
"全域","1980年"," ７７歳","北海道","男","7538"
"全域","1980年"," ７７歳","青森県","男","2023"
"全域","1980年"," ７７歳","岩手県","男","2402"
"全域","1980年"," ７７歳","宮城県","男","2880"
"全域","1980年"," ７７歳","秋田県","男","2019"
"全域","1980年"," ７７歳","山形県","男","2387"
"全域","1980年"," ７７歳","福島県","男","3422"
"全域","1980年"," ７７歳","茨城県","男","3625"
"全域","1980年"," ７７歳","栃木県","男","2744"
"全域","1980年"," ７７歳","群馬県","男","3165"
"全域","1980年"," ７７歳","埼玉県","男","5225"
"全域","1980年"," ７７歳","千葉県","男","5239"
"全域","1980年"," ７７歳","東京都","男","14666"
"全域","1980年"," ７７歳","神奈川県","男","6941"
"全域","1980年"," ７７歳","新潟県","男","4330"
"全域","1980年"," ７７歳","富山県","男","1900"
"全域","1980年"," ７７歳","石川県","男","1872"
"全域","1980年"," ７７歳","福井県","男","1537"
"全域","1980年"," ７７歳","山梨県","男","1578"
"全域","1980年"," ７７歳","長野県","男","4439"
"全域","1980年"," ７７歳","岐阜県","男","3348"
"全域","1980年"," ７７歳","静岡県","男","5289"
"全域","1980年"," ７７歳","愛知県","男","7636"
"全域","1980年"," ７７歳","三重県","男","3210"
"全域","1980年"," ７７歳","滋賀県","男","1754"
"全域","1980年"," ７７歳","京都府","男","4271"
"全域","1980年"," ７７歳","大阪府","男","9546"
"全域","1980年"," ７７歳","兵庫県","男","7825"
"全域","1980年"," ７７歳","奈良県","男","1852"
"全域","1980年"," ７７歳","和歌山県","男","2230"
"全域","1980年"," ７７歳","鳥取県","男","1150"
"全域","1980年"," ７７歳","島根県","男","1947"
"全域","1980年"," ７７歳","岡山県","男","3805"
"全域","1980年"," ７７歳","広島県","男","4662"
"全域","1980年"," ７７歳","山口県","男","3035"
"全域","1980年"," ７７歳","徳島県","男","1742"
"全域","1980年"," ７７歳","香川県","男","1969"
"全域","1980年"," ７７歳","愛媛県","男","3004"
"全域","1980年"," ７７歳","高知県","男","1912"
"全域","1980年"," ７７歳","福岡県","男","6738"
"全域","1980年"," ７７歳","佐賀県","男","1707"
"全域","1980年"," ７７歳","長崎県","男","2786"
"全域","1980年"," ７７歳","熊本県","男","3477"
"全域","1980年"," ７７歳","大分県","男","2455"
"全域","1980年"," ７７歳","宮崎県","男","1978"
"全域","1980年"," ７７歳","鹿児島県","男","3545"
"全域","1980年"," ７７歳","沖縄県","男","1081"
"全域","1980年"," ７８歳","全国","男","155861"
"全域","1980年"," ７８歳","全国市部","男","104061"
"全域","1980年"," ７８歳","全国郡部","男","51800"
"全域","1980年"," ７８歳","北海道","男","6625"
"全域","1980年"," ７８歳","青森県","男","1838"
"全域","1980年"," ７８歳","岩手県","男","2100"
"全域","1980年"," ７８歳","宮城県","男","2573"
"全域","1980年"," ７８歳","秋田県","男","1783"
"全域","1980年"," ７８歳","山形県","男","2059"
"全域","1980年"," ７８歳","福島県","男","3097"
"全域","1980年"," ７８歳","茨城県","男","3384"
"全域","1980年"," ７８歳","栃木県","男","2407"
"全域","1980年"," ７８歳","群馬県","男","2751"
"全域","1980年"," ７８歳","埼玉県","男","4591"
"全域","1980年"," ７８歳","千葉県","男","4663"
"全域","1980年"," ７８歳","東京都","男","12903"
"全域","1980年"," ７８歳","神奈川県","男","5987"
"全域","1980年"," ７８歳","新潟県","男","3817"
"全域","1980年"," ７８歳","富山県","男","1794"
"全域","1980年"," ７８歳","石川県","男","1732"
"全域","1980年"," ７８歳","福井県","男","1447"
"全域","1980年"," ７８歳","山梨県","男","1448"
"全域","1980年"," ７８歳","長野県","男","3969"
"全域","1980年"," ７８歳","岐阜県","男","3117"
"全域","1980年"," ７８歳","静岡県","男","4397"
"全域","1980年"," ７８歳","愛知県","男","6597"
"全域","1980年"," ７８歳","三重県","男","2937"
"全域","1980年"," ７８歳","滋賀県","男","1577"
"全域","1980年"," ７８歳","京都府","男","3861"
"全域","1980年"," ７８歳","大阪府","男","8525"
"全域","1980年"," ７８歳","兵庫県","男","7001"
"全域","1980年"," ７８歳","奈良県","男","1702"
"全域","1980年"," ７８歳","和歌山県","男","2091"
"全域","1980年"," ７８歳","鳥取県","男","1165"
"全域","1980年"," ７８歳","島根県","男","1839"
"全域","1980年"," ７８歳","岡山県","男","3590"
"全域","1980年"," ７８歳","広島県","男","4179"
"全域","1980年"," ７８歳","山口県","男","2886"
"全域","1980年"," ７８歳","徳島県","男","1660"
"全域","1980年"," ７８歳","香川県","男","1883"
"全域","1980年"," ７８歳","愛媛県","男","2683"
"全域","1980年"," ７８歳","高知県","男","1806"
"全域","1980年"," ７８歳","福岡県","男","5990"
"全域","1980年"," ７８歳","佐賀県","男","1535"
"全域","1980年"," ７８歳","長崎県","男","2473"
"全域","1980年"," ７８歳","熊本県","男","3117"
"全域","1980年"," ７８歳","大分県","男","2193"
"全域","1980年"," ７８歳","宮崎県","男","1837"
"全域","1980年"," ７８歳","鹿児島県","男","3236"
"全域","1980年"," ７８歳","沖縄県","男","1016"
"全域","1980年"," ７９歳","全国","男","137422"
"全域","1980年"," ７９歳","全国市部","男","91836"
"全域","1980年"," ７９歳","全国郡部","男","45586"
"全域","1980年"," ７９歳","北海道","男","5728"
"全域","1980年"," ７９歳","青森県","男","1535"
"全域","1980年"," ７９歳","岩手県","男","1944"
"全域","1980年"," ７９歳","宮城県","男","2267"
"全域","1980年"," ７９歳","秋田県","男","1541"
"全域","1980年"," ７９歳","山形県","男","1927"
"全域","1980年"," ７９歳","福島県","男","2855"
"全域","1980年"," ７９歳","茨城県","男","2879"
"全域","1980年"," ７９歳","栃木県","男","1989"
"全域","1980年"," ７９歳","群馬県","男","2487"
"全域","1980年"," ７９歳","埼玉県","男","4031"
"全域","1980年"," ７９歳","千葉県","男","4184"
"全域","1980年"," ７９歳","東京都","男","11740"
"全域","1980年"," ７９歳","神奈川県","男","5376"
"全域","1980年"," ７９歳","新潟県","男","3229"
"全域","1980年"," ７９歳","富山県","男","1448"
"全域","1980年"," ７９歳","石川県","男","1422"
"全域","1980年"," ７９歳","福井県","男","1252"
"全域","1980年"," ７９歳","山梨県","男","1264"
"全域","1980年"," ７９歳","長野県","男","3531"
"全域","1980年"," ７９歳","岐阜県","男","2663"
"全域","1980年"," ７９歳","静岡県","男","4056"
"全域","1980年"," ７９歳","愛知県","男","5974"
"全域","1980年"," ７９歳","三重県","男","2673"
"全域","1980年"," ７９歳","滋賀県","男","1393"
"全域","1980年"," ７９歳","京都府","男","3412"
"全域","1980年"," ７９歳","大阪府","男","7420"
"全域","1980年"," ７９歳","兵庫県","男","6144"
"全域","1980年"," ７９歳","奈良県","男","1394"
"全域","1980年"," ７９歳","和歌山県","男","1719"
"全域","1980年"," ７９歳","鳥取県","男","1003"
"全域","1980年"," ７９歳","島根県","男","1549"
"全域","1980年"," ７９歳","岡山県","男","3155"
"全域","1980年"," ７９歳","広島県","男","3655"
"全域","1980年"," ７９歳","山口県","男","2560"
"全域","1980年"," ７９歳","徳島県","男","1328"
"全域","1980年"," ７９歳","香川県","男","1694"
"全域","1980年"," ７９歳","愛媛県","男","2422"
"全域","1980年"," ７９歳","高知県","男","1512"
"全域","1980年"," ７９歳","福岡県","男","5392"
"全域","1980年"," ７９歳","佐賀県","男","1364"
"全域","1980年"," ７９歳","長崎県","男","2211"
"全域","1980年"," ７９歳","熊本県","男","2681"
"全域","1980年"," ７９歳","大分県","男","1986"
"全域","1980年"," ７９歳","宮崎県","男","1620"
"全域","1980年"," ７９歳","鹿児島県","男","2840"
"全域","1980年"," ７９歳","沖縄県","男","973"
"全域","1980年"," ８０歳","全国","男","116308"
"全域","1980年"," ８０歳","全国市部","男","76890"
"全域","1980年"," ８０歳","全国郡部","男","39418"
"全域","1980年"," ８０歳","北海道","男","4938"
"全域","1980年"," ８０歳","青森県","男","1250"
"全域","1980年"," ８０歳","岩手県","男","1532"
"全域","1980年"," ８０歳","宮城県","男","1829"
"全域","1980年"," ８０歳","秋田県","男","1291"
"全域","1980年"," ８０歳","山形県","男","1433"
"全域","1980年"," ８０歳","福島県","男","2229"
"全域","1980年"," ８０歳","茨城県","男","2504"
"全域","1980年"," ８０歳","栃木県","男","1724"
"全域","1980年"," ８０歳","群馬県","男","2029"
"全域","1980年"," ８０歳","埼玉県","男","3266"
"全域","1980年"," ８０歳","千葉県","男","3589"
"全域","1980年"," ８０歳","東京都","男","9712"
"全域","1980年"," ８０歳","神奈川県","男","4410"
"全域","1980年"," ８０歳","新潟県","男","2724"
"全域","1980年"," ８０歳","富山県","男","1243"
"全域","1980年"," ８０歳","石川県","男","1214"
"全域","1980年"," ８０歳","福井県","男","1064"
"全域","1980年"," ８０歳","山梨県","男","1051"
"全域","1980年"," ８０歳","長野県","男","2980"
"全域","1980年"," ８０歳","岐阜県","男","2174"
"全域","1980年"," ８０歳","静岡県","男","3618"
"全域","1980年"," ８０歳","愛知県","男","4902"
"全域","1980年"," ８０歳","三重県","男","2137"
"全域","1980年"," ８０歳","滋賀県","男","1151"
"全域","1980年"," ８０歳","京都府","男","2947"
"全域","1980年"," ８０歳","大阪府","男","6078"
"全域","1980年"," ８０歳","兵庫県","男","5250"
"全域","1980年"," ８０歳","奈良県","男","1232"
"全域","1980年"," ８０歳","和歌山県","男","1451"
"全域","1980年"," ８０歳","鳥取県","男","858"
"全域","1980年"," ８０歳","島根県","男","1462"
"全域","1980年"," ８０歳","岡山県","男","2699"
"全域","1980年"," ８０歳","広島県","男","3217"
"全域","1980年"," ８０歳","山口県","男","2150"
"全域","1980年"," ８０歳","徳島県","男","1185"
"全域","1980年"," ８０歳","香川県","男","1396"
"全域","1980年"," ８０歳","愛媛県","男","2230"
"全域","1980年"," ８０歳","高知県","男","1491"
"全域","1980年"," ８０歳","福岡県","男","4691"
"全域","1980年"," ８０歳","佐賀県","男","1185"
"全域","1980年"," ８０歳","長崎県","男","1910"
"全域","1980年"," ８０歳","熊本県","男","2526"
"全域","1980年"," ８０歳","大分県","男","1714"
"全域","1980年"," ８０歳","宮崎県","男","1382"
"全域","1980年"," ８０歳","鹿児島県","男","2467"
"全域","1980年"," ８０歳","沖縄県","男","793"
"全域","1980年"," ８１歳","全国","男","94853"
"全域","1980年"," ８１歳","全国市部","男","62581"
"全域","1980年"," ８１歳","全国郡部","男","32272"
"全域","1980年"," ８１歳","北海道","男","3944"
"全域","1980年"," ８１歳","青森県","男","1053"
"全域","1980年"," ８１歳","岩手県","男","1199"
"全域","1980年"," ８１歳","宮城県","男","1512"
"全域","1980年"," ８１歳","秋田県","男","1064"
"全域","1980年"," ８１歳","山形県","男","1225"
"全域","1980年"," ８１歳","福島県","男","1887"
"全域","1980年"," ８１歳","茨城県","男","1955"
"全域","1980年"," ８１歳","栃木県","男","1446"
"全域","1980年"," ８１歳","群馬県","男","1616"
"全域","1980年"," ８１歳","埼玉県","男","2708"
"全域","1980年"," ８１歳","千葉県","男","2995"
"全域","1980年"," ８１歳","東京都","男","7947"
"全域","1980年"," ８１歳","神奈川県","男","3652"
"全域","1980年"," ８１歳","新潟県","男","2017"
"全域","1980年"," ８１歳","富山県","男","974"
"全域","1980年"," ８１歳","石川県","男","912"
"全域","1980年"," ８１歳","福井県","男","876"
"全域","1980年"," ８１歳","山梨県","男","817"
"全域","1980年"," ８１歳","長野県","男","2280"
"全域","1980年"," ８１歳","岐阜県","男","1951"
"全域","1980年"," ８１歳","静岡県","男","2915"
"全域","1980年"," ８１歳","愛知県","男","4106"
"全域","1980年"," ８１歳","三重県","男","1805"
"全域","1980年"," ８１歳","滋賀県","男","946"
"全域","1980年"," ８１歳","京都府","男","2397"
"全域","1980年"," ８１歳","大阪府","男","4816"
"全域","1980年"," ８１歳","兵庫県","男","4155"
"全域","1980年"," ８１歳","奈良県","男","971"
"全域","1980年"," ８１歳","和歌山県","男","1168"
"全域","1980年"," ８１歳","鳥取県","男","689"
"全域","1980年"," ８１歳","島根県","男","1118"
"全域","1980年"," ８１歳","岡山県","男","2446"
"全域","1980年"," ８１歳","広島県","男","2652"
"全域","1980年"," ８１歳","山口県","男","1750"
"全域","1980年"," ８１歳","徳島県","男","1001"
"全域","1980年"," ８１歳","香川県","男","1192"
"全域","1980年"," ８１歳","愛媛県","男","1835"
"全域","1980年"," ８１歳","高知県","男","1241"
"全域","1980年"," ８１歳","福岡県","男","3886"
"全域","1980年"," ８１歳","佐賀県","男","919"
"全域","1980年"," ８１歳","長崎県","男","1513"
"全域","1980年"," ８１歳","熊本県","男","2127"
"全域","1980年"," ８１歳","大分県","男","1464"
"全域","1980年"," ８１歳","宮崎県","男","1159"
"全域","1980年"," ８１歳","鹿児島県","男","1889"
"全域","1980年"," ８１歳","沖縄県","男","663"
"全域","1980年"," ８２歳","全国","男","83637"
"全域","1980年"," ８２歳","全国市部","男","55006"
"全域","1980年"," ８２歳","全国郡部","男","28631"
"全域","1980年"," ８２歳","北海道","男","3473"
"全域","1980年"," ８２歳","青森県","男","855"
"全域","1980年"," ８２歳","岩手県","男","1004"
"全域","1980年"," ８２歳","宮城県","男","1253"
"全域","1980年"," ８２歳","秋田県","男","893"
"全域","1980年"," ８２歳","山形県","男","1007"
"全域","1980年"," ８２歳","福島県","男","1517"
"全域","1980年"," ８２歳","茨城県","男","1781"
"全域","1980年"," ８２歳","栃木県","男","1188"
"全域","1980年"," ８２歳","群馬県","男","1427"
"全域","1980年"," ８２歳","埼玉県","男","2186"
"全域","1980年"," ８２歳","千葉県","男","2459"
"全域","1980年"," ８２歳","東京都","男","6902"
"全域","1980年"," ８２歳","神奈川県","男","3045"
"全域","1980年"," ８２歳","新潟県","男","1782"
"全域","1980年"," ８２歳","富山県","男","804"
"全域","1980年"," ８２歳","石川県","男","747"
"全域","1980年"," ８２歳","福井県","男","728"
"全域","1980年"," ８２歳","山梨県","男","700"
"全域","1980年"," ８２歳","長野県","男","1998"
"全域","1980年"," ８２歳","岐阜県","男","1629"
"全域","1980年"," ８２歳","静岡県","男","2382"
"全域","1980年"," ８２歳","愛知県","男","3419"
"全域","1980年"," ８２歳","三重県","男","1601"
"全域","1980年"," ８２歳","滋賀県","男","875"
"全域","1980年"," ８２歳","京都府","男","2080"
"全域","1980年"," ８２歳","大阪府","男","4429"
"全域","1980年"," ８２歳","兵庫県","男","3717"
"全域","1980年"," ８２歳","奈良県","男","816"
"全域","1980年"," ８２歳","和歌山県","男","1166"
"全域","1980年"," ８２歳","鳥取県","男","575"
"全域","1980年"," ８２歳","島根県","男","1031"
"全域","1980年"," ８２歳","岡山県","男","2067"
"全域","1980年"," ８２歳","広島県","男","2626"
"全域","1980年"," ８２歳","山口県","男","1614"
"全域","1980年"," ８２歳","徳島県","男","900"
"全域","1980年"," ８２歳","香川県","男","1105"
"全域","1980年"," ８２歳","愛媛県","男","1578"
"全域","1980年"," ８２歳","高知県","男","1073"
"全域","1980年"," ８２歳","福岡県","男","3402"
"全域","1980年"," ８２歳","佐賀県","男","834"
"全域","1980年"," ８２歳","長崎県","男","1467"
"全域","1980年"," ８２歳","熊本県","男","2076"
"全域","1980年"," ８２歳","大分県","男","1410"
"全域","1980年"," ８２歳","宮崎県","男","1182"
"全域","1980年"," ８２歳","鹿児島県","男","2063"
"全域","1980年"," ８２歳","沖縄県","男","771"
"全域","1980年"," ８３歳","全国","男","68046"
"全域","1980年"," ８３歳","全国市部","男","44592"
"全域","1980年"," ８３歳","全国郡部","男","23454"
"全域","1980年"," ８３歳","北海道","男","2735"
"全域","1980年"," ８３歳","青森県","男","766"
"全域","1980年"," ８３歳","岩手県","男","816"
"全域","1980年"," ８３歳","宮城県","男","1133"
"全域","1980年"," ８３歳","秋田県","男","721"
"全域","1980年"," ８３歳","山形県","男","828"
"全域","1980年"," ８３歳","福島県","男","1246"
"全域","1980年"," ８３歳","茨城県","男","1434"
"全域","1980年"," ８３歳","栃木県","男","986"
"全域","1980年"," ８３歳","群馬県","男","1171"
"全域","1980年"," ８３歳","埼玉県","男","1809"
"全域","1980年"," ８３歳","千葉県","男","1910"
"全域","1980年"," ８３歳","東京都","男","5649"
"全域","1980年"," ８３歳","神奈川県","男","2585"
"全域","1980年"," ８３歳","新潟県","男","1563"
"全域","1980年"," ８３歳","富山県","男","664"
"全域","1980年"," ８３歳","石川県","男","650"
"全域","1980年"," ８３歳","福井県","男","591"
"全域","1980年"," ８３歳","山梨県","男","586"
"全域","1980年"," ８３歳","長野県","男","1699"
"全域","1980年"," ８３歳","岐阜県","男","1209"
"全域","1980年"," ８３歳","静岡県","男","1989"
"全域","1980年"," ８３歳","愛知県","男","2605"
"全域","1980年"," ８３歳","三重県","男","1218"
"全域","1980年"," ８３歳","滋賀県","男","649"
"全域","1980年"," ８３歳","京都府","男","1691"
"全域","1980年"," ８３歳","大阪府","男","3358"
"全域","1980年"," ８３歳","兵庫県","男","2992"
"全域","1980年"," ８３歳","奈良県","男","695"
"全域","1980年"," ８３歳","和歌山県","男","918"
"全域","1980年"," ８３歳","鳥取県","男","528"
"全域","1980年"," ８３歳","島根県","男","837"
"全域","1980年"," ８３歳","岡山県","男","1798"
"全域","1980年"," ８３歳","広島県","男","2228"
"全域","1980年"," ８３歳","山口県","男","1327"
"全域","1980年"," ８３歳","徳島県","男","738"
"全域","1980年"," ８３歳","香川県","男","849"
"全域","1980年"," ８３歳","愛媛県","男","1334"
"全域","1980年"," ８３歳","高知県","男","944"
"全域","1980年"," ８３歳","福岡県","男","2909"
"全域","1980年"," ８３歳","佐賀県","男","752"
"全域","1980年"," ８３歳","長崎県","男","1163"
"全域","1980年"," ８３歳","熊本県","男","1658"
"全域","1980年"," ８３歳","大分県","男","1075"
"全域","1980年"," ８３歳","宮崎県","男","910"
"全域","1980年"," ８３歳","鹿児島県","男","1528"
"全域","1980年"," ８３歳","沖縄県","男","602"
"全域","1980年"," ８４歳","全国","男","54871"
"全域","1980年"," ８４歳","全国市部","男","35389"
"全域","1980年"," ８４歳","全国郡部","男","19482"
"全域","1980年"," ８４歳","北海道","男","2303"
"全域","1980年"," ８４歳","青森県","男","528"
"全域","1980年"," ８４歳","岩手県","男","700"
"全域","1980年"," ８４歳","宮城県","男","807"
"全域","1980年"," ８４歳","秋田県","男","601"
"全域","1980年"," ８４歳","山形県","男","612"
"全域","1980年"," ８４歳","福島県","男","949"
"全域","1980年"," ８４歳","茨城県","男","1119"
"全域","1980年"," ８４歳","栃木県","男","765"
"全域","1980年"," ８４歳","群馬県","男","915"
"全域","1980年"," ８４歳","埼玉県","男","1449"
"全域","1980年"," ８４歳","千葉県","男","1535"
"全域","1980年"," ８４歳","東京都","男","4354"
"全域","1980年"," ８４歳","神奈川県","男","1994"
"全域","1980年"," ８４歳","新潟県","男","1190"
"全域","1980年"," ８４歳","富山県","男","505"
"全域","1980年"," ８４歳","石川県","男","557"
"全域","1980年"," ８４歳","福井県","男","497"
"全域","1980年"," ８４歳","山梨県","男","518"
"全域","1980年"," ８４歳","長野県","男","1417"
"全域","1980年"," ８４歳","岐阜県","男","1097"
"全域","1980年"," ８４歳","静岡県","男","1758"
"全域","1980年"," ８４歳","愛知県","男","2250"
"全域","1980年"," ８４歳","三重県","男","1038"
"全域","1980年"," ８４歳","滋賀県","男","542"
"全域","1980年"," ８４歳","京都府","男","1353"
"全域","1980年"," ８４歳","大阪府","男","2552"
"全域","1980年"," ８４歳","兵庫県","男","2425"
"全域","1980年"," ８４歳","奈良県","男","609"
"全域","1980年"," ８４歳","和歌山県","男","731"
