"全域・集中の別030002","時間軸(年次)","年齢５歳階級Ａ030002","全国都道府県030001","男女Ａ030001","VALUE"
"全域","1980年","６０－６４歳","大分県","女","32089"
"全域","1980年","６０－６４歳","宮崎県","女","28826"
"全域","1980年","６０－６４歳","鹿児島県","女","52248"
"全域","1980年","６０－６４歳","沖縄県","女","19807"
"全域","1980年","６５－６９歳","全国","女","2221022"
"全域","1980年","６５－６９歳","全国市部","女","1554276"
"全域","1980年","６５－６９歳","全国郡部","女","666746"
"全域","1980年","６５－６９歳","北海道","女","94160"
"全域","1980年","６５－６９歳","青森県","女","28654"
"全域","1980年","６５－６９歳","岩手県","女","30080"
"全域","1980年","６５－６９歳","宮城県","女","38667"
"全域","1980年","６５－６９歳","秋田県","女","28351"
"全域","1980年","６５－６９歳","山形県","女","30600"
"全域","1980年","６５－６９歳","福島県","女","44269"
"全域","1980年","６５－６９歳","茨城県","女","49968"
"全域","1980年","６５－６９歳","栃木県","女","35301"
"全域","1980年","６５－６９歳","群馬県","女","38242"
"全域","1980年","６５－６９歳","埼玉県","女","75123"
"全域","1980年","６５－６９歳","千葉県","女","71268"
"全域","1980年","６５－６９歳","東京都","女","188037"
"全域","1980年","６５－６９歳","神奈川県","女","95847"
"全域","1980年","６５－６９歳","新潟県","女","57914"
"全域","1980年","６５－６９歳","富山県","女","26544"
"全域","1980年","６５－６９歳","石川県","女","25248"
"全域","1980年","６５－６９歳","福井県","女","18919"
"全域","1980年","６５－６９歳","山梨県","女","18837"
"全域","1980年","６５－６９歳","長野県","女","50935"
"全域","1980年","６５－６９歳","岐阜県","女","39153"
"全域","1980年","６５－６９歳","静岡県","女","64521"
"全域","1980年","６５－６９歳","愛知県","女","100059"
"全域","1980年","６５－６９歳","三重県","女","38107"
"全域","1980年","６５－６９歳","滋賀県","女","22852"
"全域","1980年","６５－６９歳","京都府","女","53597"
"全域","1980年","６５－６９歳","大阪府","女","135710"
"全域","1980年","６５－６９歳","兵庫県","女","98494"
"全域","1980年","６５－６９歳","奈良県","女","23736"
"全域","1980年","６５－６９歳","和歌山県","女","26092"
"全域","1980年","６５－６９歳","鳥取県","女","14914"
"全域","1980年","６５－６９歳","島根県","女","20943"
"全域","1980年","６５－６９歳","岡山県","女","42951"
"全域","1980年","６５－６９歳","広島県","女","56088"
"全域","1980年","６５－６９歳","山口県","女","37284"
"全域","1980年","６５－６９歳","徳島県","女","20082"
"全域","1980年","６５－６９歳","香川県","女","24007"
"全域","1980年","６５－６９歳","愛媛県","女","34271"
"全域","1980年","６５－６９歳","高知県","女","20867"
"全域","1980年","６５－６９歳","福岡県","女","88370"
"全域","1980年","６５－６９歳","佐賀県","女","20651"
"全域","1980年","６５－６９歳","長崎県","女","34030"
"全域","1980年","６５－６９歳","熊本県","女","40839"
"全域","1980年","６５－６９歳","大分県","女","29195"
"全域","1980年","６５－６９歳","宮崎県","女","24740"
"全域","1980年","６５－６９歳","鹿児島県","女","45798"
"全域","1980年","６５－６９歳","沖縄県","女","16707"
"全域","1980年","７０－７４歳","全国","女","1705316"
"全域","1980年","７０－７４歳","全国市部","女","1178130"
"全域","1980年","７０－７４歳","全国郡部","女","527186"
"全域","1980年","７０－７４歳","北海道","女","69525"
"全域","1980年","７０－７４歳","青森県","女","22194"
"全域","1980年","７０－７４歳","岩手県","女","22911"
"全域","1980年","７０－７４歳","宮城県","女","28928"
"全域","1980年","７０－７４歳","秋田県","女","21786"
"全域","1980年","７０－７４歳","山形県","女","24222"
"全域","1980年","７０－７４歳","福島県","女","34368"
"全域","1980年","７０－７４歳","茨城県","女","37204"
"全域","1980年","７０－７４歳","栃木県","女","25832"
"全域","1980年","７０－７４歳","群馬県","女","28735"
"全域","1980年","７０－７４歳","埼玉県","女","52700"
"全域","1980年","７０－７４歳","千葉県","女","52029"
"全域","1980年","７０－７４歳","東京都","女","141412"
"全域","1980年","７０－７４歳","神奈川県","女","69029"
"全域","1980年","７０－７４歳","新潟県","女","46463"
"全域","1980年","７０－７４歳","富山県","女","20686"
"全域","1980年","７０－７４歳","石川県","女","19494"
"全域","1980年","７０－７４歳","福井県","女","14664"
"全域","1980年","７０－７４歳","山梨県","女","15007"
"全域","1980年","７０－７４歳","長野県","女","40788"
"全域","1980年","７０－７４歳","岐阜県","女","29561"
"全域","1980年","７０－７４歳","静岡県","女","48698"
"全域","1980年","７０－７４歳","愛知県","女","73095"
"全域","1980年","７０－７４歳","三重県","女","29934"
"全域","1980年","７０－７４歳","滋賀県","女","17574"
"全域","1980年","７０－７４歳","京都府","女","42393"
"全域","1980年","７０－７４歳","大阪府","女","102803"
"全域","1980年","７０－７４歳","兵庫県","女","77270"
"全域","1980年","７０－７４歳","奈良県","女","18731"
"全域","1980年","７０－７４歳","和歌山県","女","21233"
"全域","1980年","７０－７４歳","鳥取県","女","11931"
"全域","1980年","７０－７４歳","島根県","女","16806"
"全域","1980年","７０－７４歳","岡山県","女","34986"
"全域","1980年","７０－７４歳","広島県","女","43810"
"全域","1980年","７０－７４歳","山口県","女","29418"
"全域","1980年","７０－７４歳","徳島県","女","16004"
"全域","1980年","７０－７４歳","香川県","女","18990"
"全域","1980年","７０－７４歳","愛媛県","女","27731"
"全域","1980年","７０－７４歳","高知県","女","16621"
"全域","1980年","７０－７４歳","福岡県","女","68524"
"全域","1980年","７０－７４歳","佐賀県","女","16620"
"全域","1980年","７０－７４歳","長崎県","女","27817"
"全域","1980年","７０－７４歳","熊本県","女","33880"
"全域","1980年","７０－７４歳","大分県","女","22845"
"全域","1980年","７０－７４歳","宮崎県","女","19258"
"全域","1980年","７０－７４歳","鹿児島県","女","36928"
"全域","1980年","７０－７４歳","沖縄県","女","13878"
"全域","1980年","７５－７９歳","全国","女","1187971"
"全域","1980年","７５－７９歳","全国市部","女","806753"
"全域","1980年","７５－７９歳","全国郡部","女","381218"
"全域","1980年","７５－７９歳","北海道","女","46893"
"全域","1980年","７５－７９歳","青森県","女","15251"
"全域","1980年","７５－７９歳","岩手県","女","16025"
"全域","1980年","７５－７９歳","宮城県","女","19930"
"全域","1980年","７５－７９歳","秋田県","女","15198"
"全域","1980年","７５－７９歳","山形県","女","17672"
"全域","1980年","７５－７９歳","福島県","女","24403"
"全域","1980年","７５－７９歳","茨城県","女","25882"
"全域","1980年","７５－７９歳","栃木県","女","18952"
"全域","1980年","７５－７９歳","群馬県","女","21022"
"全域","1980年","７５－７９歳","埼玉県","女","34852"
"全域","1980年","７５－７９歳","千葉県","女","36479"
"全域","1980年","７５－７９歳","東京都","女","96847"
"全域","1980年","７５－７９歳","神奈川県","女","46720"
"全域","1980年","７５－７９歳","新潟県","女","31061"
"全域","1980年","７５－７９歳","富山県","女","14033"
"全域","1980年","７５－７９歳","石川県","女","13345"
"全域","1980年","７５－７９歳","福井県","女","10328"
"全域","1980年","７５－７９歳","山梨県","女","10725"
"全域","1980年","７５－７９歳","長野県","女","29372"
"全域","1980年","７５－７９歳","岐阜県","女","20516"
"全域","1980年","７５－７９歳","静岡県","女","34669"
"全域","1980年","７５－７９歳","愛知県","女","48893"
"全域","1980年","７５－７９歳","三重県","女","21657"
"全域","1980年","７５－７９歳","滋賀県","女","12379"
"全域","1980年","７５－７９歳","京都府","女","29126"
"全域","1980年","７５－７９歳","大阪府","女","67093"
"全域","1980年","７５－７９歳","兵庫県","女","53288"
"全域","1980年","７５－７９歳","奈良県","女","12783"
"全域","1980年","７５－７９歳","和歌山県","女","14773"
"全域","1980年","７５－７９歳","鳥取県","女","8615"
"全域","1980年","７５－７９歳","島根県","女","12306"
"全域","1980年","７５－７９歳","岡山県","女","26101"
"全域","1980年","７５－７９歳","広島県","女","31189"
"全域","1980年","７５－７９歳","山口県","女","20760"
"全域","1980年","７５－７９歳","徳島県","女","11305"
"全域","1980年","７５－７９歳","香川県","女","13210"
"全域","1980年","７５－７９歳","愛媛県","女","19820"
"全域","1980年","７５－７９歳","高知県","女","13116"
"全域","1980年","７５－７９歳","福岡県","女","48010"
"全域","1980年","７５－７９歳","佐賀県","女","12061"
"全域","1980年","７５－７９歳","長崎県","女","19875"
"全域","1980年","７５－７９歳","熊本県","女","24137"
"全域","1980年","７５－７９歳","大分県","女","16217"
"全域","1980年","７５－７９歳","宮崎県","女","13767"
"全域","1980年","７５－７９歳","鹿児島県","女","26514"
"全域","1980年","７５－７９歳","沖縄県","女","10801"
"全域","1980年","８０－８４歳","全国","女","675928"
"全域","1980年","８０－８４歳","全国市部","女","448515"
"全域","1980年","８０－８４歳","全国郡部","女","227413"
"全域","1980年","８０－８４歳","北海道","女","25470"
"全域","1980年","８０－８４歳","青森県","女","8328"
"全域","1980年","８０－８４歳","岩手県","女","8796"
"全域","1980年","８０－８４歳","宮城県","女","11086"
"全域","1980年","８０－８４歳","秋田県","女","8051"
"全域","1980年","８０－８４歳","山形県","女","9043"
"全域","1980年","８０－８４歳","福島県","女","13620"
"全域","1980年","８０－８４歳","茨城県","女","15100"
"全域","1980年","８０－８４歳","栃木県","女","10589"
"全域","1980年","８０－８４歳","群馬県","女","11270"
"全域","1980年","８０－８４歳","埼玉県","女","18848"
"全域","1980年","８０－８４歳","千葉県","女","20884"
"全域","1980年","８０－８４歳","東京都","女","53411"
"全域","1980年","８０－８４歳","神奈川県","女","25773"
"全域","1980年","８０－８４歳","新潟県","女","15862"
"全域","1980年","８０－８４歳","富山県","女","7202"
"全域","1980年","８０－８４歳","石川県","女","7042"
"全域","1980年","８０－８４歳","福井県","女","5741"
"全域","1980年","８０－８４歳","山梨県","女","5893"
"全域","1980年","８０－８４歳","長野県","女","16361"
"全域","1980年","８０－８４歳","岐阜県","女","11360"
"全域","1980年","８０－８４歳","静岡県","女","20476"
"全域","1980年","８０－８４歳","愛知県","女","26469"
"全域","1980年","８０－８４歳","三重県","女","12237"
"全域","1980年","８０－８４歳","滋賀県","女","6876"
"全域","1980年","８０－８４歳","京都府","女","16300"
"全域","1980年","８０－８４歳","大阪府","女","35328"
"全域","1980年","８０－８４歳","兵庫県","女","30321"
"全域","1980年","８０－８４歳","奈良県","女","7178"
"全域","1980年","８０－８４歳","和歌山県","女","8606"
"全域","1980年","８０－８４歳","鳥取県","女","5539"
"全域","1980年","８０－８４歳","島根県","女","7831"
"全域","1980年","８０－８４歳","岡山県","女","15821"
"全域","1980年","８０－８４歳","広島県","女","19306"
"全域","1980年","８０－８４歳","山口県","女","12632"
"全域","1980年","８０－８４歳","徳島県","女","6591"
"全域","1980年","８０－８４歳","香川県","女","8223"
"全域","1980年","８０－８４歳","愛媛県","女","12236"
"全域","1980年","８０－８４歳","高知県","女","8677"
"全域","1980年","８０－８４歳","福岡県","女","29165"
"全域","1980年","８０－８４歳","佐賀県","女","7333"
"全域","1980年","８０－８４歳","長崎県","女","12021"
"全域","1980年","８０－８４歳","熊本県","女","15670"
"全域","1980年","８０－８４歳","大分県","女","9955"
"全域","1980年","８０－８４歳","宮崎県","女","8225"
"全域","1980年","８０－８４歳","鹿児島県","女","16176"
"全域","1980年","８０－８４歳","沖縄県","女","7006"
"全域","1980年","８５－８９歳","全国","女","271258"
"全域","1980年","８５－８９歳","全国市部","女","176037"
"全域","1980年","８５－８９歳","全国郡部","女","95221"
"全域","1980年","８５－８９歳","北海道","女","9760"
"全域","1980年","８５－８９歳","青森県","女","3190"
"全域","1980年","８５－８９歳","岩手県","女","3497"
"全域","1980年","８５－８９歳","宮城県","女","4746"
"全域","1980年","８５－８９歳","秋田県","女","2847"
"全域","1980年","８５－８９歳","山形県","女","3501"
"全域","1980年","８５－８９歳","福島県","女","5687"
"全域","1980年","８５－８９歳","茨城県","女","6255"
"全域","1980年","８５－８９歳","栃木県","女","4295"
"全域","1980年","８５－８９歳","群馬県","女","4420"
"全域","1980年","８５－８９歳","埼玉県","女","7238"
"全域","1980年","８５－８９歳","千葉県","女","7892"
"全域","1980年","８５－８９歳","東京都","女","20458"
"全域","1980年","８５－８９歳","神奈川県","女","9944"
"全域","1980年","８５－８９歳","新潟県","女","6438"
"全域","1980年","８５－８９歳","富山県","女","2770"
"全域","1980年","８５－８９歳","石川県","女","2833"
"全域","1980年","８５－８９歳","福井県","女","2585"
"全域","1980年","８５－８９歳","山梨県","女","2594"
"全域","1980年","８５－８９歳","長野県","女","6363"
"全域","1980年","８５－８９歳","岐阜県","女","4571"
"全域","1980年","８５－８９歳","静岡県","女","8679"
"全域","1980年","８５－８９歳","愛知県","女","10572"
"全域","1980年","８５－８９歳","三重県","女","4989"
"全域","1980年","８５－８９歳","滋賀県","女","2792"
"全域","1980年","８５－８９歳","京都府","女","6398"
"全域","1980年","８５－８９歳","大阪府","女","12637"
"全域","1980年","８５－８９歳","兵庫県","女","11764"
"全域","1980年","８５－８９歳","奈良県","女","2901"
"全域","1980年","８５－８９歳","和歌山県","女","3389"
"全域","1980年","８５－８９歳","鳥取県","女","2222"
"全域","1980年","８５－８９歳","島根県","女","3434"
"全域","1980年","８５－８９歳","岡山県","女","6227"
"全域","1980年","８５－８９歳","広島県","女","7935"
"全域","1980年","８５－８９歳","山口県","女","5317"
"全域","1980年","８５－８９歳","徳島県","女","2512"
"全域","1980年","８５－８９歳","香川県","女","3388"
"全域","1980年","８５－８９歳","愛媛県","女","5206"
"全域","1980年","８５－８９歳","高知県","女","3578"
"全域","1980年","８５－８９歳","福岡県","女","11979"
"全域","1980年","８５－８９歳","佐賀県","女","3121"
"全域","1980年","８５－８９歳","長崎県","女","4843"
"全域","1980年","８５－８９歳","熊本県","女","6684"
"全域","1980年","８５－８９歳","大分県","女","4083"
"全域","1980年","８５－８９歳","宮崎県","女","3487"
"全域","1980年","８５－８９歳","鹿児島県","女","7218"
"全域","1980年","８５－８９歳","沖縄県","女","4019"
"全域","1980年","９０－９４歳","全国","女","75123"
"全域","1980年","９０－９４歳","全国市部","女","48007"
"全域","1980年","９０－９４歳","全国郡部","女","27116"
"全域","1980年","９０－９４歳","北海道","女","2779"
"全域","1980年","９０－９４歳","青森県","女","778"
"全域","1980年","９０－９４歳","岩手県","女","880"
"全域","1980年","９０－９４歳","宮城県","女","1272"
"全域","1980年","９０－９４歳","秋田県","女","602"
"全域","1980年","９０－９４歳","山形県","女","842"
"全域","1980年","９０－９４歳","福島県","女","1493"
"全域","1980年","９０－９４歳","茨城県","女","1718"
"全域","1980年","９０－９４歳","栃木県","女","1189"
"全域","1980年","９０－９４歳","群馬県","女","1132"
"全域","1980年","９０－９４歳","埼玉県","女","1884"
"全域","1980年","９０－９４歳","千葉県","女","2327"
"全域","1980年","９０－９４歳","東京都","女","5409"
"全域","1980年","９０－９４歳","神奈川県","女","2775"
"全域","1980年","９０－９４歳","新潟県","女","1736"
"全域","1980年","９０－９４歳","富山県","女","798"
"全域","1980年","９０－９４歳","石川県","女","812"
"全域","1980年","９０－９４歳","福井県","女","633"
"全域","1980年","９０－９４歳","山梨県","女","865"
"全域","1980年","９０－９４歳","長野県","女","1734"
"全域","1980年","９０－９４歳","岐阜県","女","1279"
"全域","1980年","９０－９４歳","静岡県","女","2405"
"全域","1980年","９０－９４歳","愛知県","女","2820"
"全域","1980年","９０－９４歳","三重県","女","1379"
"全域","1980年","９０－９４歳","滋賀県","女","766"
"全域","1980年","９０－９４歳","京都府","女","1746"
"全域","1980年","９０－９４歳","大阪府","女","3202"
"全域","1980年","９０－９４歳","兵庫県","女","3273"
"全域","1980年","９０－９４歳","奈良県","女","806"
"全域","1980年","９０－９４歳","和歌山県","女","914"
"全域","1980年","９０－９４歳","鳥取県","女","718"
"全域","1980年","９０－９４歳","島根県","女","1032"
"全域","1980年","９０－９４歳","岡山県","女","1764"
"全域","1980年","９０－９４歳","広島県","女","2483"
"全域","1980年","９０－９４歳","山口県","女","1458"
"全域","1980年","９０－９４歳","徳島県","女","826"
"全域","1980年","９０－９４歳","香川県","女","1028"
"全域","1980年","９０－９４歳","愛媛県","女","1552"
"全域","1980年","９０－９４歳","高知県","女","1160"
"全域","1980年","９０－９４歳","福岡県","女","3155"
"全域","1980年","９０－９４歳","佐賀県","女","813"
"全域","1980年","９０－９４歳","長崎県","女","1300"
"全域","1980年","９０－９４歳","熊本県","女","1793"
"全域","1980年","９０－９４歳","大分県","女","1114"
"全域","1980年","９０－９４歳","宮崎県","女","888"
"全域","1980年","９０－９４歳","鹿児島県","女","2254"
"全域","1980年","９０－９４歳","沖縄県","女","1537"
"全域","1980年","９５－９９歳","全国","女","10217"
"全域","1980年","９５－９９歳","全国市部","女","6502"
"全域","1980年","９５－９９歳","全国郡部","女","3715"
"全域","1980年","９５－９９歳","北海道","女","403"
"全域","1980年","９５－９９歳","青森県","女","110"
"全域","1980年","９５－９９歳","岩手県","女","108"
"全域","1980年","９５－９９歳","宮城県","女","150"
"全域","1980年","９５－９９歳","秋田県","女","66"
"全域","1980年","９５－９９歳","山形県","女","84"
"全域","1980年","９５－９９歳","福島県","女","169"
"全域","1980年","９５－９９歳","茨城県","女","195"
"全域","1980年","９５－９９歳","栃木県","女","123"
"全域","1980年","９５－９９歳","群馬県","女","171"
"全域","1980年","９５－９９歳","埼玉県","女","207"
"全域","1980年","９５－９９歳","千葉県","女","267"
"全域","1980年","９５－９９歳","東京都","女","723"
"全域","1980年","９５－９９歳","神奈川県","女","363"
"全域","1980年","９５－９９歳","新潟県","女","222"
"全域","1980年","９５－９９歳","富山県","女","118"
"全域","1980年","９５－９９歳","石川県","女","129"
"全域","1980年","９５－９９歳","福井県","女","87"
"全域","1980年","９５－９９歳","山梨県","女","131"
"全域","1980年","９５－９９歳","長野県","女","201"
"全域","1980年","９５－９９歳","岐阜県","女","156"
"全域","1980年","９５－９９歳","静岡県","女","303"
"全域","1980年","９５－９９歳","愛知県","女","411"
"全域","1980年","９５－９９歳","三重県","女","201"
"全域","1980年","９５－９９歳","滋賀県","女","101"
"全域","1980年","９５－９９歳","京都府","女","237"
"全域","1980年","９５－９９歳","大阪府","女","396"
"全域","1980年","９５－９９歳","兵庫県","女","397"
"全域","1980年","９５－９９歳","奈良県","女","122"
"全域","1980年","９５－９９歳","和歌山県","女","138"
"全域","1980年","９５－９９歳","鳥取県","女","109"
"全域","1980年","９５－９９歳","島根県","女","170"
"全域","1980年","９５－９９歳","岡山県","女","268"
"全域","1980年","９５－９９歳","広島県","女","355"
"全域","1980年","９５－９９歳","山口県","女","199"
"全域","1980年","９５－９９歳","徳島県","女","127"
"全域","1980年","９５－９９歳","香川県","女","160"
"全域","1980年","９５－９９歳","愛媛県","女","281"
"全域","1980年","９５－９９歳","高知県","女","147"
"全域","1980年","９５－９９歳","福岡県","女","462"
"全域","1980年","９５－９９歳","佐賀県","女","117"
"全域","1980年","９５－９９歳","長崎県","女","174"
"全域","1980年","９５－９９歳","熊本県","女","254"
"全域","1980年","９５－９９歳","大分県","女","141"
"全域","1980年","９５－９９歳","宮崎県","女","107"
"全域","1980年","９５－９９歳","鹿児島県","女","359"
"全域","1980年","９５－９９歳","沖縄県","女","298"
"全域","1980年","１００歳以上","全国","女","813"
"全域","1980年","１００歳以上","全国市部","女","507"
"全域","1980年","１００歳以上","全国郡部","女","306"
"全域","1980年","１００歳以上","北海道","女","34"
"全域","1980年","１００歳以上","青森県","女","4"
"全域","1980年","１００歳以上","岩手県","女","3"
"全域","1980年","１００歳以上","宮城県","女","17"
"全域","1980年","１００歳以上","秋田県","女","4"
"全域","1980年","１００歳以上","山形県","女","6"
"全域","1980年","１００歳以上","福島県","女","8"
"全域","1980年","１００歳以上","茨城県","女","19"
"全域","1980年","１００歳以上","栃木県","女","6"
"全域","1980年","１００歳以上","群馬県","女","6"
"全域","1980年","１００歳以上","埼玉県","女","8"
"全域","1980年","１００歳以上","千葉県","女","25"
"全域","1980年","１００歳以上","東京都","女","65"
"全域","1980年","１００歳以上","神奈川県","女","21"
"全域","1980年","１００歳以上","新潟県","女","16"
"全域","1980年","１００歳以上","富山県","女","8"
"全域","1980年","１００歳以上","石川県","女","12"
"全域","1980年","１００歳以上","福井県","女","8"
"全域","1980年","１００歳以上","山梨県","女","6"
"全域","1980年","１００歳以上","長野県","女","23"
"全域","1980年","１００歳以上","岐阜県","女","7"
"全域","1980年","１００歳以上","静岡県","女","23"
"全域","1980年","１００歳以上","愛知県","女","32"
"全域","1980年","１００歳以上","三重県","女","13"
"全域","1980年","１００歳以上","滋賀県","女","10"
"全域","1980年","１００歳以上","京都府","女","15"
"全域","1980年","１００歳以上","大阪府","女","32"
"全域","1980年","１００歳以上","兵庫県","女","33"
"全域","1980年","１００歳以上","奈良県","女","5"
"全域","1980年","１００歳以上","和歌山県","女","12"
"全域","1980年","１００歳以上","鳥取県","女","8"
"全域","1980年","１００歳以上","島根県","女","6"
"全域","1980年","１００歳以上","岡山県","女","20"
"全域","1980年","１００歳以上","広島県","女","44"
"全域","1980年","１００歳以上","山口県","女","11"
"全域","1980年","１００歳以上","徳島県","女","10"
"全域","1980年","１００歳以上","香川県","女","15"
"全域","1980年","１００歳以上","愛媛県","女","22"
"全域","1980年","１００歳以上","高知県","女","7"
"全域","1980年","１００歳以上","福岡県","女","38"
"全域","1980年","１００歳以上","佐賀県","女","9"
"全域","1980年","１００歳以上","長崎県","女","18"
"全域","1980年","１００歳以上","熊本県","女","29"
"全域","1980年","１００歳以上","大分県","女","14"
"全域","1980年","１００歳以上","宮崎県","女","13"
"全域","1980年","１００歳以上","鹿児島県","女","36"
"全域","1980年","１００歳以上","沖縄県","女","32"
"全域","1980年","年齢不詳","全国","女","22640"
"全域","1980年","年齢不詳","全国市部","女","22070"
"全域","1980年","年齢不詳","全国郡部","女","570"
"全域","1980年","年齢不詳","北海道","女","722"
"全域","1980年","年齢不詳","青森県","女","57"
"全域","1980年","年齢不詳","岩手県","女","38"
"全域","1980年","年齢不詳","宮城県","女","522"
"全域","1980年","年齢不詳","秋田県","女","28"
"全域","1980年","年齢不詳","山形県","女","2"
"全域","1980年","年齢不詳","福島県","女","43"
"全域","1980年","年齢不詳","茨城県","女","190"
"全域","1980年","年齢不詳","栃木県","女","131"
"全域","1980年","年齢不詳","群馬県","女","27"
"全域","1980年","年齢不詳","埼玉県","女","945"
"全域","1980年","年齢不詳","千葉県","女","1272"
"全域","1980年","年齢不詳","東京都","女","6328"
"全域","1980年","年齢不詳","神奈川県","女","1474"
"全域","1980年","年齢不詳","新潟県","女","122"
"全域","1980年","年齢不詳","富山県","女","8"
"全域","1980年","年齢不詳","石川県","女","189"
"全域","1980年","年齢不詳","福井県","女","32"
"全域","1980年","年齢不詳","山梨県","女","64"
"全域","1980年","年齢不詳","長野県","女","3"
"全域","1980年","年齢不詳","岐阜県","女","28"
"全域","1980年","年齢不詳","静岡県","女","80"
"全域","1980年","年齢不詳","愛知県","女","522"
"全域","1980年","年齢不詳","三重県","女","45"
"全域","1980年","年齢不詳","滋賀県","女","37"
"全域","1980年","年齢不詳","京都府","女","109"
"全域","1980年","年齢不詳","大阪府","女","2876"
"全域","1980年","年齢不詳","兵庫県","女","2641"
"全域","1980年","年齢不詳","奈良県","女","346"
"全域","1980年","年齢不詳","和歌山県","女","155"
"全域","1980年","年齢不詳","鳥取県","女","60"
"全域","1980年","年齢不詳","島根県","女","21"
"全域","1980年","年齢不詳","岡山県","女","96"
"全域","1980年","年齢不詳","広島県","女","313"
"全域","1980年","年齢不詳","山口県","女","145"
"全域","1980年","年齢不詳","徳島県","女","136"
"全域","1980年","年齢不詳","香川県","女","109"
"全域","1980年","年齢不詳","愛媛県","女","95"
"全域","1980年","年齢不詳","高知県","女","288"
"全域","1980年","年齢不詳","福岡県","女","1534"
"全域","1980年","年齢不詳","佐賀県","女","26"
"全域","1980年","年齢不詳","長崎県","女","117"
"全域","1980年","年齢不詳","熊本県","女","78"
"全域","1980年","年齢不詳","大分県","女","53"
"全域","1980年","年齢不詳","宮崎県","女","47"
"全域","1980年","年齢不詳","鹿児島県","女","20"
"全域","1980年","年齢不詳","沖縄県","女","466"
"人口集中地区","1980年","総数","全国","男女総数","69934854"
"人口集中地区","1980年","総数","全国市部","男女総数","66358923"
"人口集中地区","1980年","総数","全国郡部","男女総数","3575931"
"人口集中地区","1980年","０－４歳","全国","男女総数","5065902"
"人口集中地区","1980年","０－４歳","全国市部","男女総数","4786701"
"人口集中地区","1980年","０－４歳","全国郡部","男女総数","279201"
"人口集中地区","1980年","５－９歳","全国","男女総数","6027092"
"人口集中地区","1980年","５－９歳","全国市部","男女総数","5688971"
"人口集中地区","1980年","５－９歳","全国郡部","男女総数","338121"
"人口集中地区","1980年","１０－１４歳","全国","男女総数","5372068"
"人口集中地区","1980年","１０－１４歳","全国市部","男女総数","5079403"
"人口集中地区","1980年","１０－１４歳","全国郡部","男女総数","292665"
"人口集中地区","1980年","１５－１９歳","全国","男女総数","5117149"
"人口集中地区","1980年","１５－１９歳","全国市部","男女総数","4867132"
"人口集中地区","1980年","１５－１９歳","全国郡部","男女総数","250017"
"人口集中地区","1980年","２０－２４歳","全国","男女総数","5160780"
"人口集中地区","1980年","２０－２４歳","全国市部","男女総数","4954021"
"人口集中地区","1980年","２０－２４歳","全国郡部","男女総数","206759"
"人口集中地区","1980年","２５－２９歳","全国","男女総数","5654568"
"人口集中地区","1980年","２５－２９歳","全国市部","男女総数","5388352"
"人口集中地区","1980年","２５－２９歳","全国郡部","男女総数","266216"
"人口集中地区","1980年","３０－３４歳","全国","男女総数","6805949"
"人口集中地区","1980年","３０－３４歳","全国市部","男女総数","6466660"
"人口集中地区","1980年","３０－３４歳","全国郡部","男女総数","339289"
"人口集中地区","1980年","３５－３９歳","全国","男女総数","5852840"
"人口集中地区","1980年","３５－３９歳","全国市部","男女総数","5552516"
"人口集中地区","1980年","３５－３９歳","全国郡部","男女総数","300324"
"人口集中地区","1980年","４０－４４歳","全国","男女総数","5166076"
"人口集中地区","1980年","４０－４４歳","全国市部","男女総数","4902840"
"人口集中地区","1980年","４０－４４歳","全国郡部","男女総数","263236"
"人口集中地区","1980年","４５－４９歳","全国","男女総数","4809961"
"人口集中地区","1980年","４５－４９歳","全国市部","男女総数","4567286"
"人口集中地区","1980年","４５－４９歳","全国郡部","男女総数","242675"
"人口集中地区","1980年","５０－５４歳","全国","男女総数","4024624"
"人口集中地区","1980年","５０－５４歳","全国市部","男女総数","3815377"
"人口集中地区","1980年","５０－５４歳","全国郡部","男女総数","209247"
"人口集中地区","1980年","５５－５９歳","全国","男女総数","3037018"
"人口集中地区","1980年","５５－５９歳","全国市部","男女総数","2876088"
"人口集中地区","1980年","５５－５９歳","全国郡部","男女総数","160930"
"人口集中地区","1980年","６０－６４歳","全国","男女総数","2376116"
"人口集中地区","1980年","６０－６４歳","全国市部","男女総数","2247715"
"人口集中地区","1980年","６０－６４歳","全国郡部","男女総数","128401"
"人口集中地区","1980年","６５－６９歳","全国","男女総数","2093441"
"人口集中地区","1980年","６５－６９歳","全国市部","男女総数","1979240"
"人口集中地区","1980年","６５－６９歳","全国郡部","男女総数","114201"
"人口集中地区","1980年","７０－７４歳","全国","男女総数","1555145"
"人口集中地区","1980年","７０－７４歳","全国市部","男女総数","1469169"
"人口集中地区","1980年","７０－７４歳","全国郡部","男女総数","85976"
"人口集中地区","1980年","７５－７９歳","全国","男女総数","1004358"
"人口集中地区","1980年","７５－７９歳","全国市部","男女総数","948926"
"人口集中地区","1980年","７５－７９歳","全国郡部","男女総数","55432"
"人口集中地区","1980年","８０－８４歳","全国","男女総数","512895"
"人口集中地区","1980年","８０－８４歳","全国市部","男女総数","483996"
"人口集中地区","1980年","８０－８４歳","全国郡部","男女総数","28899"
"人口集中地区","1980年","８５－８９歳","全国","男女総数","181309"
"人口集中地区","1980年","８５－８９歳","全国市部","男女総数","170931"
"人口集中地区","1980年","８５－８９歳","全国郡部","男女総数","10378"
"人口集中地区","1980年","９０－９４歳","全国","男女総数","44591"
