"全域・集中の別030002","時間軸(年次)","年齢５歳階級Ａ030002","全国都道府県030001","男女Ａ030001","VALUE"
"人口集中地区","1980年","９０－９４歳","全国市部","男女総数","41845"
"人口集中地区","1980年","９０－９４歳","全国郡部","男女総数","2746"
"人口集中地区","1980年","９５－９９歳","全国","男女総数","5502"
"人口集中地区","1980年","９５－９９歳","全国市部","男女総数","5159"
"人口集中地区","1980年","９５－９９歳","全国郡部","男女総数","343"
"人口集中地区","1980年","１００歳以上","全国","男女総数","389"
"人口集中地区","1980年","１００歳以上","全国市部","男女総数","361"
"人口集中地区","1980年","１００歳以上","全国郡部","男女総数","28"
"人口集中地区","1980年","年齢不詳","全国","男女総数","67081"
"人口集中地区","1980年","年齢不詳","全国市部","男女総数","66234"
"人口集中地区","1980年","年齢不詳","全国郡部","男女総数","847"
"人口集中地区","1980年","総数","全国","男","34530429"
"人口集中地区","1980年","総数","全国市部","男","32786100"
"人口集中地区","1980年","総数","全国郡部","男","1744329"
"人口集中地区","1980年","０－４歳","全国","男","2597716"
"人口集中地区","1980年","０－４歳","全国市部","男","2453890"
"人口集中地区","1980年","０－４歳","全国郡部","男","143826"
"人口集中地区","1980年","５－９歳","全国","男","3090245"
"人口集中地区","1980年","５－９歳","全国市部","男","2916837"
"人口集中地区","1980年","５－９歳","全国郡部","男","173408"
"人口集中地区","1980年","１０－１４歳","全国","男","2755477"
"人口集中地区","1980年","１０－１４歳","全国市部","男","2605649"
"人口集中地区","1980年","１０－１４歳","全国郡部","男","149828"
"人口集中地区","1980年","１５－１９歳","全国","男","2602436"
"人口集中地区","1980年","１５－１９歳","全国市部","男","2478117"
"人口集中地区","1980年","１５－１９歳","全国郡部","男","124319"
"人口集中地区","1980年","２０－２４歳","全国","男","2642043"
"人口集中地区","1980年","２０－２４歳","全国市部","男","2544461"
"人口集中地区","1980年","２０－２４歳","全国郡部","男","97582"
"人口集中地区","1980年","２５－２９歳","全国","男","2849401"
"人口集中地区","1980年","２５－２９歳","全国市部","男","2721694"
"人口集中地区","1980年","２５－２９歳","全国郡部","男","127707"
"人口集中地区","1980年","３０－３４歳","全国","男","3409813"
"人口集中地区","1980年","３０－３４歳","全国市部","男","3243915"
"人口集中地区","1980年","３０－３４歳","全国郡部","男","165898"
"人口集中地区","1980年","３５－３９歳","全国","男","2908976"
"人口集中地区","1980年","３５－３９歳","全国市部","男","2759024"
"人口集中地区","1980年","３５－３９歳","全国郡部","男","149952"
"人口集中地区","1980年","４０－４４歳","全国","男","2569342"
"人口集中地区","1980年","４０－４４歳","全国市部","男","2436475"
"人口集中地区","1980年","４０－４４歳","全国郡部","男","132867"
"人口集中地区","1980年","４５－４９歳","全国","男","2397802"
"人口集中地区","1980年","４５－４９歳","全国市部","男","2274800"
"人口集中地区","1980年","４５－４９歳","全国郡部","男","123002"
"人口集中地区","1980年","５０－５４歳","全国","男","1986912"
"人口集中地区","1980年","５０－５４歳","全国市部","男","1882591"
"人口集中地区","1980年","５０－５４歳","全国郡部","男","104321"
"人口集中地区","1980年","５５－５９歳","全国","男","1358072"
"人口集中地区","1980年","５５－５９歳","全国市部","男","1286761"
"人口集中地区","1980年","５５－５９歳","全国郡部","男","71311"
"人口集中地区","1980年","６０－６４歳","全国","男","1029340"
"人口集中地区","1980年","６０－６４歳","全国市部","男","974271"
"人口集中地区","1980年","６０－６４歳","全国郡部","男","55069"
"人口集中地区","1980年","６５－６９歳","全国","男","925955"
"人口集中地区","1980年","６５－６９歳","全国市部","男","876245"
"人口集中地区","1980年","６５－６９歳","全国郡部","男","49710"
"人口集中地区","1980年","７０－７４歳","全国","男","676745"
"人口集中地区","1980年","７０－７４歳","全国市部","男","639476"
"人口集中地区","1980年","７０－７４歳","全国郡部","男","37269"
"人口集中地区","1980年","７５－７９歳","全国","男","415663"
"人口集中地区","1980年","７５－７９歳","全国市部","男","392875"
"人口集中地区","1980年","７５－７９歳","全国郡部","男","22788"
"人口集中地区","1980年","８０－８４歳","全国","男","194123"
"人口集中地区","1980年","８０－８４歳","全国市部","男","183505"
"人口集中地区","1980年","８０－８４歳","全国郡部","男","10618"
"人口集中地区","1980年","８５－８９歳","全国","男","60568"
"人口集中地区","1980年","８５－８９歳","全国市部","男","57158"
"人口集中地区","1980年","８５－８９歳","全国郡部","男","3410"
"人口集中地区","1980年","９０－９４歳","全国","男","12563"
"人口集中地区","1980年","９０－９４歳","全国市部","男","11829"
"人口集中地区","1980年","９０－９４歳","全国郡部","男","734"
"人口集中地区","1980年","９５－９９歳","全国","男","1282"
"人口集中地区","1980年","９５－９９歳","全国市部","男","1188"
"人口集中地区","1980年","９５－９９歳","全国郡部","男","94"
"人口集中地区","1980年","１００歳以上","全国","男","59"
"人口集中地区","1980年","１００歳以上","全国市部","男","55"
"人口集中地区","1980年","１００歳以上","全国郡部","男","4"
"人口集中地区","1980年","年齢不詳","全国","男","45896"
"人口集中地区","1980年","年齢不詳","全国市部","男","45284"
"人口集中地区","1980年","年齢不詳","全国郡部","男","612"
"人口集中地区","1980年","総数","全国","女","35404425"
"人口集中地区","1980年","総数","全国市部","女","33572823"
"人口集中地区","1980年","総数","全国郡部","女","1831602"
"人口集中地区","1980年","０－４歳","全国","女","2468186"
"人口集中地区","1980年","０－４歳","全国市部","女","2332811"
"人口集中地区","1980年","０－４歳","全国郡部","女","135375"
"人口集中地区","1980年","５－９歳","全国","女","2936847"
"人口集中地区","1980年","５－９歳","全国市部","女","2772134"
"人口集中地区","1980年","５－９歳","全国郡部","女","164713"
"人口集中地区","1980年","１０－１４歳","全国","女","2616591"
"人口集中地区","1980年","１０－１４歳","全国市部","女","2473754"
"人口集中地区","1980年","１０－１４歳","全国郡部","女","142837"
"人口集中地区","1980年","１５－１９歳","全国","女","2514713"
"人口集中地区","1980年","１５－１９歳","全国市部","女","2389015"
"人口集中地区","1980年","１５－１９歳","全国郡部","女","125698"
"人口集中地区","1980年","２０－２４歳","全国","女","2518737"
"人口集中地区","1980年","２０－２４歳","全国市部","女","2409560"
"人口集中地区","1980年","２０－２４歳","全国郡部","女","109177"
"人口集中地区","1980年","２５－２９歳","全国","女","2805167"
"人口集中地区","1980年","２５－２９歳","全国市部","女","2666658"
"人口集中地区","1980年","２５－２９歳","全国郡部","女","138509"
"人口集中地区","1980年","３０－３４歳","全国","女","3396136"
"人口集中地区","1980年","３０－３４歳","全国市部","女","3222745"
"人口集中地区","1980年","３０－３４歳","全国郡部","女","173391"
"人口集中地区","1980年","３５－３９歳","全国","女","2943864"
"人口集中地区","1980年","３５－３９歳","全国市部","女","2793492"
"人口集中地区","1980年","３５－３９歳","全国郡部","女","150372"
"人口集中地区","1980年","４０－４４歳","全国","女","2596734"
"人口集中地区","1980年","４０－４４歳","全国市部","女","2466365"
"人口集中地区","1980年","４０－４４歳","全国郡部","女","130369"
"人口集中地区","1980年","４５－４９歳","全国","女","2412159"
"人口集中地区","1980年","４５－４９歳","全国市部","女","2292486"
"人口集中地区","1980年","４５－４９歳","全国郡部","女","119673"
"人口集中地区","1980年","５０－５４歳","全国","女","2037712"
"人口集中地区","1980年","５０－５４歳","全国市部","女","1932786"
"人口集中地区","1980年","５０－５４歳","全国郡部","女","104926"
"人口集中地区","1980年","５５－５９歳","全国","女","1678946"
"人口集中地区","1980年","５５－５９歳","全国市部","女","1589327"
"人口集中地区","1980年","５５－５９歳","全国郡部","女","89619"
"人口集中地区","1980年","６０－６４歳","全国","女","1346776"
"人口集中地区","1980年","６０－６４歳","全国市部","女","1273444"
"人口集中地区","1980年","６０－６４歳","全国郡部","女","73332"
"人口集中地区","1980年","６５－６９歳","全国","女","1167486"
"人口集中地区","1980年","６５－６９歳","全国市部","女","1102995"
"人口集中地区","1980年","６５－６９歳","全国郡部","女","64491"
"人口集中地区","1980年","７０－７４歳","全国","女","878400"
