"全域・集中の別030002","出生の月030007","時間軸(年次)","全国都道府県030001","男女Ｂ030005","総日本人030004","年齢各歳階級Ａ030006","VALUE"
"全域","４－６月","1980年","島根県","男","総人口","  17歳","1390"
"全域","４－６月","1980年","岡山県","男","総人口","  17歳","3133"
"全域","４－６月","1980年","広島県","男","総人口","  17歳","4580"
"全域","４－６月","1980年","山口県","男","総人口","  17歳","2724"
"全域","４－６月","1980年","徳島県","男","総人口","  17歳","1448"
"全域","４－６月","1980年","香川県","男","総人口","  17歳","1598"
"全域","４－６月","1980年","愛媛県","男","総人口","  17歳","2805"
"全域","４－６月","1980年","高知県","男","総人口","  17歳","1410"
"全域","４－６月","1980年","福岡県","男","総人口","  17歳","7440"
"全域","４－６月","1980年","佐賀県","男","総人口","  17歳","1631"
"全域","４－６月","1980年","長崎県","男","総人口","  17歳","3511"
"全域","４－６月","1980年","熊本県","男","総人口","  17歳","3327"
"全域","４－６月","1980年","大分県","男","総人口","  17歳","2349"
"全域","４－６月","1980年","宮崎県","男","総人口","  17歳","2129"
"全域","４－６月","1980年","鹿児島県","男","総人口","  17歳","3637"
"全域","４－６月","1980年","沖縄県","男","総人口","  17歳","2612"
"全域","７－９月","1980年","全国","男","総人口","  17歳","205581"
"全域","７－９月","1980年","全国市部","男","総人口","  17歳","157377"
"全域","７－９月","1980年","全国郡部","男","総人口","  17歳","48204"
"全域","７－９月","1980年","北海道","男","総人口","  17歳","10103"
"全域","７－９月","1980年","青森県","男","総人口","  17歳","3134"
"全域","７－９月","1980年","岩手県","男","総人口","  17歳","2842"
"全域","７－９月","1980年","宮城県","男","総人口","  17歳","3552"
"全域","７－９月","1980年","秋田県","男","総人口","  17歳","2330"
"全域","７－９月","1980年","山形県","男","総人口","  17歳","2057"
"全域","７－９月","1980年","福島県","男","総人口","  17歳","3749"
"全域","７－９月","1980年","茨城県","男","総人口","  17歳","4116"
"全域","７－９月","1980年","栃木県","男","総人口","  17歳","3105"
"全域","７－９月","1980年","群馬県","男","総人口","  17歳","3071"
"全域","７－９月","1980年","埼玉県","男","総人口","  17歳","9214"
"全域","７－９月","1980年","千葉県","男","総人口","  17歳","7864"
"全域","７－９月","1980年","東京都","男","総人口","  17歳","19271"
"全域","７－９月","1980年","神奈川県","男","総人口","  17歳","11703"
"全域","７－９月","1980年","新潟県","男","総人口","  17歳","4201"
"全域","７－９月","1980年","富山県","男","総人口","  17歳","1817"
"全域","７－９月","1980年","石川県","男","総人口","  17歳","1902"
"全域","７－９月","1980年","福井県","男","総人口","  17歳","1462"
"全域","７－９月","1980年","山梨県","男","総人口","  17歳","1515"
"全域","７－９月","1980年","長野県","男","総人口","  17歳","3347"
"全域","７－９月","1980年","岐阜県","男","総人口","  17歳","3703"
"全域","７－９月","1980年","静岡県","男","総人口","  17歳","6294"
"全域","７－９月","1980年","愛知県","男","総人口","  17歳","11021"
"全域","７－９月","1980年","三重県","男","総人口","  17歳","3263"
"全域","７－９月","1980年","滋賀県","男","総人口","  17歳","1737"
"全域","７－９月","1980年","京都府","男","総人口","  17歳","4005"
"全域","７－９月","1980年","大阪府","男","総人口","  17歳","15099"
"全域","７－９月","1980年","兵庫県","男","総人口","  17歳","8910"
"全域","７－９月","1980年","奈良県","男","総人口","  17歳","2115"
"全域","７－９月","1980年","和歌山県","男","総人口","  17歳","1953"
"全域","７－９月","1980年","鳥取県","男","総人口","  17歳","1055"
"全域","７－９月","1980年","島根県","男","総人口","  17歳","1309"
"全域","７－９月","1980年","岡山県","男","総人口","  17歳","3131"
"全域","７－９月","1980年","広島県","男","総人口","  17歳","4456"
"全域","７－９月","1980年","山口県","男","総人口","  17歳","2832"
"全域","７－９月","1980年","徳島県","男","総人口","  17歳","1418"
"全域","７－９月","1980年","香川県","男","総人口","  17歳","1485"
"全域","７－９月","1980年","愛媛県","男","総人口","  17歳","2740"
"全域","７－９月","1980年","高知県","男","総人口","  17歳","1451"
"全域","７－９月","1980年","福岡県","男","総人口","  17歳","7653"
"全域","７－９月","1980年","佐賀県","男","総人口","  17歳","1690"
"全域","７－９月","1980年","長崎県","男","総人口","  17歳","3510"
"全域","７－９月","1980年","熊本県","男","総人口","  17歳","3387"
"全域","７－９月","1980年","大分県","男","総人口","  17歳","2216"
"全域","７－９月","1980年","宮崎県","男","総人口","  17歳","2102"
"全域","７－９月","1980年","鹿児島県","男","総人口","  17歳","3966"
"全域","７－９月","1980年","沖縄県","男","総人口","  17歳","2725"
"全域","１０－１２月","1980年","全国","男","総人口","  17歳","195075"
"全域","１０－１２月","1980年","全国市部","男","総人口","  17歳","148318"
"全域","１０－１２月","1980年","全国郡部","男","総人口","  17歳","46757"
"全域","１０－１２月","1980年","北海道","男","総人口","  17歳","9123"
"全域","１０－１２月","1980年","青森県","男","総人口","  17歳","2736"
"全域","１０－１２月","1980年","岩手県","男","総人口","  17歳","2563"
"全域","１０－１２月","1980年","宮城県","男","総人口","  17歳","3438"
"全域","１０－１２月","1980年","秋田県","男","総人口","  17歳","2094"
"全域","１０－１２月","1980年","山形県","男","総人口","  17歳","2021"
"全域","１０－１２月","1980年","福島県","男","総人口","  17歳","3720"
"全域","１０－１２月","1980年","茨城県","男","総人口","  17歳","4229"
"全域","１０－１２月","1980年","栃木県","男","総人口","  17歳","3034"
"全域","１０－１２月","1980年","群馬県","男","総人口","  17歳","2977"
"全域","１０－１２月","1980年","埼玉県","男","総人口","  17歳","8644"
"全域","１０－１２月","1980年","千葉県","男","総人口","  17歳","7569"
"全域","１０－１２月","1980年","東京都","男","総人口","  17歳","18100"
"全域","１０－１２月","1980年","神奈川県","男","総人口","  17歳","10929"
"全域","１０－１２月","1980年","新潟県","男","総人口","  17歳","3872"
"全域","１０－１２月","1980年","富山県","男","総人口","  17歳","1685"
"全域","１０－１２月","1980年","石川県","男","総人口","  17歳","1704"
"全域","１０－１２月","1980年","福井県","男","総人口","  17歳","1260"
"全域","１０－１２月","1980年","山梨県","男","総人口","  17歳","1490"
"全域","１０－１２月","1980年","長野県","男","総人口","  17歳","3542"
"全域","１０－１２月","1980年","岐阜県","男","総人口","  17歳","3420"
"全域","１０－１２月","1980年","静岡県","男","総人口","  17歳","5790"
"全域","１０－１２月","1980年","愛知県","男","総人口","  17歳","10755"
"全域","１０－１２月","1980年","三重県","男","総人口","  17歳","3264"
"全域","１０－１２月","1980年","滋賀県","男","総人口","  17歳","1647"
"全域","１０－１２月","1980年","京都府","男","総人口","  17歳","3913"
"全域","１０－１２月","1980年","大阪府","男","総人口","  17歳","14416"
"全域","１０－１２月","1980年","兵庫県","男","総人口","  17歳","8383"
"全域","１０－１２月","1980年","奈良県","男","総人口","  17歳","2077"
"全域","１０－１２月","1980年","和歌山県","男","総人口","  17歳","1958"
"全域","１０－１２月","1980年","鳥取県","男","総人口","  17歳","1026"
"全域","１０－１２月","1980年","島根県","男","総人口","  17歳","1290"
"全域","１０－１２月","1980年","岡山県","男","総人口","  17歳","3012"
"全域","１０－１２月","1980年","広島県","男","総人口","  17歳","4252"
"全域","１０－１２月","1980年","山口県","男","総人口","  17歳","2541"
"全域","１０－１２月","1980年","徳島県","男","総人口","  17歳","1374"
"全域","１０－１２月","1980年","香川県","男","総人口","  17歳","1647"
"全域","１０－１２月","1980年","愛媛県","男","総人口","  17歳","2677"
"全域","１０－１２月","1980年","高知県","男","総人口","  17歳","1373"
"全域","１０－１２月","1980年","福岡県","男","総人口","  17歳","7139"
"全域","１０－１２月","1980年","佐賀県","男","総人口","  17歳","1477"
"全域","１０－１２月","1980年","長崎県","男","総人口","  17歳","3140"
"全域","１０－１２月","1980年","熊本県","男","総人口","  17歳","3237"
"全域","１０－１２月","1980年","大分県","男","総人口","  17歳","2129"
"全域","１０－１２月","1980年","宮崎県","男","総人口","  17歳","2186"
"全域","１０－１２月","1980年","鹿児島県","男","総人口","  17歳","3533"
"全域","１０－１２月","1980年","沖縄県","男","総人口","  17歳","2689"
"全域","総数","1980年","全国","男","総人口","  18歳","810042"
"全域","総数","1980年","全国市部","男","総人口","  18歳","640196"
"全域","総数","1980年","全国郡部","男","総人口","  18歳","169846"
"全域","総数","1980年","北海道","男","総人口","  18歳","40379"
"全域","総数","1980年","青森県","男","総人口","  18歳","10911"
"全域","総数","1980年","岩手県","男","総人口","  18歳","9513"
"全域","総数","1980年","宮城県","男","総人口","  18歳","16584"
"全域","総数","1980年","秋田県","男","総人口","  18歳","7982"
"全域","総数","1980年","山形県","男","総人口","  18歳","7945"
"全域","総数","1980年","福島県","男","総人口","  18歳","13608"
"全域","総数","1980年","茨城県","男","総人口","  18歳","16198"
"全域","総数","1980年","栃木県","男","総人口","  18歳","10815"
"全域","総数","1980年","群馬県","男","総人口","  18歳","11491"
"全域","総数","1980年","埼玉県","男","総人口","  18歳","37047"
"全域","総数","1980年","千葉県","男","総人口","  18歳","31600"
"全域","総数","1980年","東京都","男","総人口","  18歳","95283"
"全域","総数","1980年","神奈川県","男","総人口","  18歳","52262"
"全域","総数","1980年","新潟県","男","総人口","  18歳","14897"
"全域","総数","1980年","富山県","男","総人口","  18歳","6318"
"全域","総数","1980年","石川県","男","総人口","  18歳","7207"
"全域","総数","1980年","福井県","男","総人口","  18歳","4907"
"全域","総数","1980年","山梨県","男","総人口","  18歳","5300"
"全域","総数","1980年","長野県","男","総人口","  18歳","12155"
"全域","総数","1980年","岐阜県","男","総人口","  18歳","12749"
"全域","総数","1980年","静岡県","男","総人口","  18歳","21745"
"全域","総数","1980年","愛知県","男","総人口","  18歳","47619"
"全域","総数","1980年","三重県","男","総人口","  18歳","10558"
"全域","総数","1980年","滋賀県","男","総人口","  18歳","6972"
"全域","総数","1980年","京都府","男","総人口","  18歳","19490"
"全域","総数","1980年","大阪府","男","総人口","  18歳","63800"
"全域","総数","1980年","兵庫県","男","総人口","  18歳","33467"
"全域","総数","1980年","奈良県","男","総人口","  18歳","8117"
"全域","総数","1980年","和歌山県","男","総人口","  18歳","6657"
"全域","総数","1980年","鳥取県","男","総人口","  18歳","3738"
"全域","総数","1980年","島根県","男","総人口","  18歳","4397"
"全域","総数","1980年","岡山県","男","総人口","  18歳","11375"
"全域","総数","1980年","広島県","男","総人口","  18歳","17299"
"全域","総数","1980年","山口県","男","総人口","  18歳","9173"
"全域","総数","1980年","徳島県","男","総人口","  18歳","4747"
"全域","総数","1980年","香川県","男","総人口","  18歳","5744"
"全域","総数","1980年","愛媛県","男","総人口","  18歳","8757"
"全域","総数","1980年","高知県","男","総人口","  18歳","4669"
"全域","総数","1980年","福岡県","男","総人口","  18歳","33243"
"全域","総数","1980年","佐賀県","男","総人口","  18歳","5811"
"全域","総数","1980年","長崎県","男","総人口","  18歳","10504"
"全域","総数","1980年","熊本県","男","総人口","  18歳","12847"
"全域","総数","1980年","大分県","男","総人口","  18歳","7399"
"全域","総数","1980年","宮崎県","男","総人口","  18歳","6760"
"全域","総数","1980年","鹿児島県","男","総人口","  18歳","11048"
"全域","総数","1980年","沖縄県","男","総人口","  18歳","8955"
"全域","１－３月","1980年","全国","男","総人口","  18歳","226843"
"全域","１－３月","1980年","全国市部","男","総人口","  18歳","185407"
"全域","１－３月","1980年","全国郡部","男","総人口","  18歳","41436"
"全域","１－３月","1980年","北海道","男","総人口","  18歳","11119"
"全域","１－３月","1980年","青森県","男","総人口","  18歳","2516"
"全域","１－３月","1980年","岩手県","男","総人口","  18歳","2170"
"全域","１－３月","1980年","宮城県","男","総人口","  18歳","5144"
"全域","１－３月","1980年","秋田県","男","総人口","  18歳","1819"
"全域","１－３月","1980年","山形県","男","総人口","  18歳","1972"
"全域","１－３月","1980年","福島県","男","総人口","  18歳","3358"
"全域","１－３月","1980年","茨城県","男","総人口","  18歳","4547"
"全域","１－３月","1980年","栃木県","男","総人口","  18歳","2832"
"全域","１－３月","1980年","群馬県","男","総人口","  18歳","2979"
"全域","１－３月","1980年","埼玉県","男","総人口","  18歳","11121"
"全域","１－３月","1980年","千葉県","男","総人口","  18歳","9302"
"全域","１－３月","1980年","東京都","男","総人口","  18歳","31403"
"全域","１－３月","1980年","神奈川県","男","総人口","  18歳","16026"
"全域","１－３月","1980年","新潟県","男","総人口","  18歳","3817"
"全域","１－３月","1980年","富山県","男","総人口","  18歳","1556"
"全域","１－３月","1980年","石川県","男","総人口","  18歳","2074"
"全域","１－３月","1980年","福井県","男","総人口","  18歳","1207"
"全域","１－３月","1980年","山梨県","男","総人口","  18歳","1281"
"全域","１－３月","1980年","長野県","男","総人口","  18歳","2810"
"全域","１－３月","1980年","岐阜県","男","総人口","  18歳","3383"
"全域","１－３月","1980年","静岡県","男","総人口","  18歳","5154"
"全域","１－３月","1980年","愛知県","男","総人口","  18歳","14461"
"全域","１－３月","1980年","三重県","男","総人口","  18歳","2546"
"全域","１－３月","1980年","滋賀県","男","総人口","  18歳","2058"
"全域","１－３月","1980年","京都府","男","総人口","  18歳","6311"
"全域","１－３月","1980年","大阪府","男","総人口","  18歳","19320"
"全域","１－３月","1980年","兵庫県","男","総人口","  18歳","9290"
"全域","１－３月","1980年","奈良県","男","総人口","  18歳","2319"
"全域","１－３月","1980年","和歌山県","男","総人口","  18歳","1628"
"全域","１－３月","1980年","鳥取県","男","総人口","  18歳","980"
"全域","１－３月","1980年","島根県","男","総人口","  18歳","937"
"全域","１－３月","1980年","岡山県","男","総人口","  18歳","2770"
"全域","１－３月","1980年","広島県","男","総人口","  18歳","4705"
"全域","１－３月","1980年","山口県","男","総人口","  18歳","2129"
"全域","１－３月","1980年","徳島県","男","総人口","  18歳","1067"
"全域","１－３月","1980年","香川県","男","総人口","  18歳","1468"
"全域","１－３月","1980年","愛媛県","男","総人口","  18歳","1921"
"全域","１－３月","1980年","高知県","男","総人口","  18歳","1172"
"全域","１－３月","1980年","福岡県","男","総人口","  18歳","10054"
"全域","１－３月","1980年","佐賀県","男","総人口","  18歳","1427"
"全域","１－３月","1980年","長崎県","男","総人口","  18歳","2226"
"全域","１－３月","1980年","熊本県","男","総人口","  18歳","3400"
"全域","１－３月","1980年","大分県","男","総人口","  18歳","1679"
"全域","１－３月","1980年","宮崎県","男","総人口","  18歳","1473"
"全域","１－３月","1980年","鹿児島県","男","総人口","  18歳","2174"
"全域","１－３月","1980年","沖縄県","男","総人口","  18歳","1738"
"全域","４－６月","1980年","全国","男","総人口","  18歳","192160"
"全域","４－６月","1980年","全国市部","男","総人口","  18歳","143563"
"全域","４－６月","1980年","全国郡部","男","総人口","  18歳","48597"
"全域","４－６月","1980年","北海道","男","総人口","  18歳","10711"
"全域","４－６月","1980年","青森県","男","総人口","  18歳","3423"
"全域","４－６月","1980年","岩手県","男","総人口","  18歳","3057"
"全域","４－６月","1980年","宮城県","男","総人口","  18歳","3589"
"全域","４－６月","1980年","秋田県","男","総人口","  18歳","2511"
"全域","４－６月","1980年","山形県","男","総人口","  18歳","2371"
"全域","４－６月","1980年","福島県","男","総人口","  18歳","3974"
"全域","４－６月","1980年","茨城県","男","総人口","  18歳","4075"
"全域","４－６月","1980年","栃木県","男","総人口","  18歳","2858"
"全域","４－６月","1980年","群馬県","男","総人口","  18歳","2971"
"全域","４－６月","1980年","埼玉県","男","総人口","  18歳","7580"
"全域","４－６月","1980年","千葉県","男","総人口","  18歳","6805"
"全域","４－６月","1980年","東京都","男","総人口","  18歳","16745"
"全域","４－６月","1980年","神奈川県","男","総人口","  18歳","10321"
"全域","４－６月","1980年","新潟県","男","総人口","  18歳","4311"
"全域","４－６月","1980年","富山県","男","総人口","  18歳","1825"
"全域","４－６月","1980年","石川県","男","総人口","  18歳","1843"
"全域","４－６月","1980年","福井県","男","総人口","  18歳","1416"
"全域","４－６月","1980年","山梨県","男","総人口","  18歳","1539"
"全域","４－６月","1980年","長野県","男","総人口","  18歳","3681"
"全域","４－６月","1980年","岐阜県","男","総人口","  18歳","3282"
"全域","４－６月","1980年","静岡県","男","総人口","  18歳","5982"
"全域","４－６月","1980年","愛知県","男","総人口","  18歳","9972"
"全域","４－６月","1980年","三重県","男","総人口","  18歳","2883"
"全域","４－６月","1980年","滋賀県","男","総人口","  18歳","1602"
"全域","４－６月","1980年","京都府","男","総人口","  18歳","3668"
"全域","４－６月","1980年","大阪府","男","総人口","  18歳","12890"
"全域","４－６月","1980年","兵庫県","男","総人口","  18歳","8030"
"全域","４－６月","1980年","奈良県","男","総人口","  18歳","1851"
"全域","４－６月","1980年","和歌山県","男","総人口","  18歳","1807"
"全域","４－６月","1980年","鳥取県","男","総人口","  18歳","1040"
"全域","４－６月","1980年","島根県","男","総人口","  18歳","1378"
"全域","４－６月","1980年","岡山県","男","総人口","  18歳","3097"
"全域","４－６月","1980年","広島県","男","総人口","  18歳","4321"
"全域","４－６月","1980年","山口県","男","総人口","  18歳","2619"
"全域","４－６月","1980年","徳島県","男","総人口","  18歳","1502"
"全域","４－６月","1980年","香川県","男","総人口","  18歳","1577"
"全域","４－６月","1980年","愛媛県","男","総人口","  18歳","2615"
"全域","４－６月","1980年","高知県","男","総人口","  18歳","1256"
"全域","４－６月","1980年","福岡県","男","総人口","  18歳","7027"
"全域","４－６月","1980年","佐賀県","男","総人口","  18歳","1577"
"全域","４－６月","1980年","長崎県","男","総人口","  18歳","3077"
"全域","４－６月","1980年","熊本県","男","総人口","  18歳","3381"
"全域","４－６月","1980年","大分県","男","総人口","  18歳","2267"
"全域","４－６月","1980年","宮崎県","男","総人口","  18歳","2019"
"全域","４－６月","1980年","鹿児島県","男","総人口","  18歳","3375"
"全域","４－６月","1980年","沖縄県","男","総人口","  18歳","2459"
"全域","７－９月","1980年","全国","男","総人口","  18歳","200958"
"全域","７－９月","1980年","全国市部","男","総人口","  18歳","153076"
"全域","７－９月","1980年","全国郡部","男","総人口","  18歳","47882"
"全域","７－９月","1980年","北海道","男","総人口","  18歳","10010"
"全域","７－９月","1980年","青森県","男","総人口","  18歳","2988"
"全域","７－９月","1980年","岩手県","男","総人口","  18歳","2652"
"全域","７－９月","1980年","宮城県","男","総人口","  18歳","3700"
"全域","７－９月","1980年","秋田県","男","総人口","  18歳","2279"
"全域","７－９月","1980年","山形県","男","総人口","  18歳","2279"
"全域","７－９月","1980年","福島県","男","総人口","  18歳","3877"
"全域","７－９月","1980年","茨城県","男","総人口","  18歳","4057"
"全域","７－９月","1980年","栃木県","男","総人口","  18歳","2875"
"全域","７－９月","1980年","群馬県","男","総人口","  18歳","3135"
"全域","７－９月","1980年","埼玉県","男","総人口","  18歳","8785"
"全域","７－９月","1980年","千葉県","男","総人口","  18歳","7424"
"全域","７－９月","1980年","東京都","男","総人口","  18歳","18916"
"全域","７－９月","1980年","神奈川県","男","総人口","  18歳","11506"
"全域","７－９月","1980年","新潟県","男","総人口","  18歳","4195"
"全域","７－９月","1980年","富山県","男","総人口","  18歳","1818"
"全域","７－９月","1980年","石川県","男","総人口","  18歳","1814"
"全域","７－９月","1980年","福井県","男","総人口","  18歳","1449"
"全域","７－９月","1980年","山梨県","男","総人口","  18歳","1430"
"全域","７－９月","1980年","長野県","男","総人口","  18歳","3515"
"全域","７－９月","1980年","岐阜県","男","総人口","  18歳","3537"
"全域","７－９月","1980年","静岡県","男","総人口","  18歳","6166"
"全域","７－９月","1980年","愛知県","男","総人口","  18歳","11038"
"全域","７－９月","1980年","三重県","男","総人口","  18歳","2986"
"全域","７－９月","1980年","滋賀県","男","総人口","  18歳","1707"
"全域","７－９月","1980年","京都府","男","総人口","  18歳","4031"
"全域","７－９月","1980年","大阪府","男","総人口","  18歳","14653"
"全域","７－９月","1980年","兵庫県","男","総人口","  18歳","8675"
"全域","７－９月","1980年","奈良県","男","総人口","  18歳","2034"
"全域","７－９月","1980年","和歌山県","男","総人口","  18歳","1915"
"全域","７－９月","1980年","鳥取県","男","総人口","  18歳","1013"
"全域","７－９月","1980年","島根県","男","総人口","  18歳","1341"
"全域","７－９月","1980年","岡山県","男","総人口","  18歳","3158"
"全域","７－９月","1980年","広島県","男","総人口","  18歳","4441"
"全域","７－９月","1980年","山口県","男","総人口","  18歳","2647"
"全域","７－９月","1980年","徳島県","男","総人口","  18歳","1260"
"全域","７－９月","1980年","香川県","男","総人口","  18歳","1576"
"全域","７－９月","1980年","愛媛県","男","総人口","  18歳","2682"
"全域","７－９月","1980年","高知県","男","総人口","  18歳","1234"
"全域","７－９月","1980年","福岡県","男","総人口","  18歳","7514"
"全域","７－９月","1980年","佐賀県","男","総人口","  18歳","1700"
"全域","７－９月","1980年","長崎県","男","総人口","  18歳","3224"
"全域","７－９月","1980年","熊本県","男","総人口","  18歳","3322"
"全域","７－９月","1980年","大分県","男","総人口","  18歳","2133"
"全域","７－９月","1980年","宮崎県","男","総人口","  18歳","2029"
"全域","７－９月","1980年","鹿児島県","男","総人口","  18歳","3532"
"全域","７－９月","1980年","沖縄県","男","総人口","  18歳","2706"
"全域","１０－１２月","1980年","全国","男","総人口","  18歳","190081"
"全域","１０－１２月","1980年","全国市部","男","総人口","  18歳","158150"
"全域","１０－１２月","1980年","全国郡部","男","総人口","  18歳","31931"
"全域","１０－１２月","1980年","北海道","男","総人口","  18歳","8539"
"全域","１０－１２月","1980年","青森県","男","総人口","  18歳","1984"
"全域","１０－１２月","1980年","岩手県","男","総人口","  18歳","1634"
"全域","１０－１２月","1980年","宮城県","男","総人口","  18歳","4151"
"全域","１０－１２月","1980年","秋田県","男","総人口","  18歳","1373"
"全域","１０－１２月","1980年","山形県","男","総人口","  18歳","1323"
"全域","１０－１２月","1980年","福島県","男","総人口","  18歳","2399"
"全域","１０－１２月","1980年","茨城県","男","総人口","  18歳","3519"
"全域","１０－１２月","1980年","栃木県","男","総人口","  18歳","2250"
"全域","１０－１２月","1980年","群馬県","男","総人口","  18歳","2406"
"全域","１０－１２月","1980年","埼玉県","男","総人口","  18歳","9561"
"全域","１０－１２月","1980年","千葉県","男","総人口","  18歳","8069"
"全域","１０－１２月","1980年","東京都","男","総人口","  18歳","28219"
"全域","１０－１２月","1980年","神奈川県","男","総人口","  18歳","14409"
"全域","１０－１２月","1980年","新潟県","男","総人口","  18歳","2574"
"全域","１０－１２月","1980年","富山県","男","総人口","  18歳","1119"
"全域","１０－１２月","1980年","石川県","男","総人口","  18歳","1476"
"全域","１０－１２月","1980年","福井県","男","総人口","  18歳","835"
"全域","１０－１２月","1980年","山梨県","男","総人口","  18歳","1050"
"全域","１０－１２月","1980年","長野県","男","総人口","  18歳","2149"
"全域","１０－１２月","1980年","岐阜県","男","総人口","  18歳","2547"
"全域","１０－１２月","1980年","静岡県","男","総人口","  18歳","4443"
"全域","１０－１２月","1980年","愛知県","男","総人口","  18歳","12148"
"全域","１０－１２月","1980年","三重県","男","総人口","  18歳","2143"
"全域","１０－１２月","1980年","滋賀県","男","総人口","  18歳","1605"
"全域","１０－１２月","1980年","京都府","男","総人口","  18歳","5480"
"全域","１０－１２月","1980年","大阪府","男","総人口","  18歳","16937"
"全域","１０－１２月","1980年","兵庫県","男","総人口","  18歳","7472"
"全域","１０－１２月","1980年","奈良県","男","総人口","  18歳","1913"
"全域","１０－１２月","1980年","和歌山県","男","総人口","  18歳","1307"
"全域","１０－１２月","1980年","鳥取県","男","総人口","  18歳","705"
"全域","１０－１２月","1980年","島根県","男","総人口","  18歳","741"
"全域","１０－１２月","1980年","岡山県","男","総人口","  18歳","2350"
"全域","１０－１２月","1980年","広島県","男","総人口","  18歳","3832"
"全域","１０－１２月","1980年","山口県","男","総人口","  18歳","1778"
"全域","１０－１２月","1980年","徳島県","男","総人口","  18歳","918"
"全域","１０－１２月","1980年","香川県","男","総人口","  18歳","1123"
"全域","１０－１２月","1980年","愛媛県","男","総人口","  18歳","1539"
"全域","１０－１２月","1980年","高知県","男","総人口","  18歳","1007"
"全域","１０－１２月","1980年","福岡県","男","総人口","  18歳","8648"
"全域","１０－１２月","1980年","佐賀県","男","総人口","  18歳","1107"
"全域","１０－１２月","1980年","長崎県","男","総人口","  18歳","1977"
"全域","１０－１２月","1980年","熊本県","男","総人口","  18歳","2744"
"全域","１０－１２月","1980年","大分県","男","総人口","  18歳","1320"
"全域","１０－１２月","1980年","宮崎県","男","総人口","  18歳","1239"
"全域","１０－１２月","1980年","鹿児島県","男","総人口","  18歳","1967"
"全域","１０－１２月","1980年","沖縄県","男","総人口","  18歳","2052"
"全域","総数","1980年","全国","男","総人口","  19歳","796839"
"全域","総数","1980年","全国市部","男","総人口","  19歳","658124"
"全域","総数","1980年","全国郡部","男","総人口","  19歳","138715"
"全域","総数","1980年","北海道","男","総人口","  19歳","39256"
"全域","総数","1980年","青森県","男","総人口","  19歳","9045"
"全域","総数","1980年","岩手県","男","総人口","  19歳","7435"
"全域","総数","1980年","宮城県","男","総人口","  19歳","17469"
"全域","総数","1980年","秋田県","男","総人口","  19歳","6299"
"全域","総数","1980年","山形県","男","総人口","  19歳","6298"
"全域","総数","1980年","福島県","男","総人口","  19歳","11240"
"全域","総数","1980年","茨城県","男","総人口","  19歳","15244"
"全域","総数","1980年","栃木県","男","総人口","  19歳","9659"
"全域","総数","1980年","群馬県","男","総人口","  19歳","9913"
"全域","総数","1980年","埼玉県","男","総人口","  19歳","39194"
"全域","総数","1980年","千葉県","男","総人口","  19歳","32797"
"全域","総数","1980年","東京都","男","総人口","  19歳","123013"
"全域","総数","1980年","神奈川県","男","総人口","  19歳","59387"
"全域","総数","1980年","新潟県","男","総人口","  19歳","12261"
"全域","総数","1980年","富山県","男","総人口","  19歳","5066"
"全域","総数","1980年","石川県","男","総人口","  19歳","6910"
"全域","総数","1980年","福井県","男","総人口","  19歳","4003"
"全域","総数","1980年","山梨県","男","総人口","  19歳","4587"
"全域","総数","1980年","長野県","男","総人口","  19歳","9154"
"全域","総数","1980年","岐阜県","男","総人口","  19歳","10876"
"全域","総数","1980年","静岡県","男","総人口","  19歳","17837"
"全域","総数","1980年","愛知県","男","総人口","  19歳","49443"
"全域","総数","1980年","三重県","男","総人口","  19歳","8660"
"全域","総数","1980年","滋賀県","男","総人口","  19歳","6434"
"全域","総数","1980年","京都府","男","総人口","  19歳","22723"
"全域","総数","1980年","大阪府","男","総人口","  19歳","65501"
"全域","総数","1980年","兵庫県","男","総人口","  19歳","30685"
"全域","総数","1980年","奈良県","男","総人口","  19歳","7385"
"全域","総数","1980年","和歌山県","男","総人口","  19歳","5122"
"全域","総数","1980年","鳥取県","男","総人口","  19歳","3065"
"全域","総数","1980年","島根県","男","総人口","  19歳","3213"
"全域","総数","1980年","岡山県","男","総人口","  19歳","9194"
"全域","総数","1980年","広島県","男","総人口","  19歳","15500"
"全域","総数","1980年","山口県","男","総人口","  19歳","7314"
"全域","総数","1980年","徳島県","男","総人口","  19歳","3791"
"全域","総数","1980年","香川県","男","総人口","  19歳","4386"
"全域","総数","1980年","愛媛県","男","総人口","  19歳","6741"
"全域","総数","1980年","高知県","男","総人口","  19歳","3854"
"全域","総数","1980年","福岡県","男","総人口","  19歳","35913"
"全域","総数","1980年","佐賀県","男","総人口","  19歳","4566"
"全域","総数","1980年","長崎県","男","総人口","  19歳","8198"
"全域","総数","1980年","熊本県","男","総人口","  19歳","11154"
"全域","総数","1980年","大分県","男","総人口","  19歳","5827"
"全域","総数","1980年","宮崎県","男","総人口","  19歳","5265"
"全域","総数","1980年","鹿児島県","男","総人口","  19歳","8102"
"全域","総数","1980年","沖縄県","男","総人口","  19歳","7860"
"全域","１－３月","1980年","全国","男","総人口","  19歳","218218"
"全域","１－３月","1980年","全国市部","男","総人口","  19歳","178449"
"全域","１－３月","1980年","全国郡部","男","総人口","  19歳","39769"
"全域","１－３月","1980年","北海道","男","総人口","  19歳","11038"
"全域","１－３月","1980年","青森県","男","総人口","  19歳","2498"
"全域","１－３月","1980年","岩手県","男","総人口","  19歳","2039"
"全域","１－３月","1980年","宮城県","男","総人口","  19歳","4661"
